gene_label,ct_label,as_label,avg_mean_gene_expr,as,ct,gene
DHRS2,papillary tips cell,renal papilla,2.892945,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/18349
DHRS2,papillary tips cell,kidney capsule,2.892945,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/18349
DHRS2,papillary tips cell,kidney,2.892945,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/18349
DHRS2,papillary tips cell,kidney pyramid,2.892945,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/18349
DHRS2,papillary tips cell,outer cortex of kidney,2.892945,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/18349
DHRS2,papillary tips cell,Papillary Tip Epithelium,2.892945,https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelium,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/18349
DLC1,renal interstitial pericyte,renal papilla,0.937528,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DLC1,renal interstitial pericyte,kidney capsule,0.937528,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DLC1,renal interstitial pericyte,kidney,0.937528,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DLC1,renal interstitial pericyte,kidney blood vessel,0.937528,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DLC1,renal interstitial pericyte,kidney pyramid,0.937528,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DLC1,renal interstitial pericyte,renal column,0.937528,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DLC1,renal interstitial pericyte,outer cortex of kidney,0.937528,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/2897
DOCK2,kidney interstitial alternatively activated macrophage,kidney interstitium,1.313096,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/2988
DOCK2,B cell,kidney capsule,1.058229,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/2988
DOCK2,B cell,kidney,1.058229,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/2988
DOCK2,B cell,kidney pyramid,1.058229,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/2988
DOCK2,B cell,kidney interstitium,1.058229,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/2988
DOCK2,B cell,renal column,1.058229,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/2988
DOCK2,B cell,outer cortex of kidney,1.058229,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/2988
DOCK2,monocyte,kidney interstitium,0.977618,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/2988
DOCK4,endothelial cell,endothelium,2.36891,http://purl.obolibrary.org/obo/UBERON_0001986,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/19192
DPY19L2,kidney connecting tubule epithelial cell,renal papilla,0.41829,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPY19L2,kidney connecting tubule epithelial cell,kidney capsule,0.41829,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPY19L2,kidney connecting tubule epithelial cell,kidney,0.41829,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPY19L2,kidney connecting tubule epithelial cell,kidney pyramid,0.41829,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPY19L2,kidney connecting tubule epithelial cell,renal column,0.41829,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPY19L2,kidney connecting tubule epithelial cell,outer cortex of kidney,0.41829,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPY19L2,kidney connecting tubule epithelial cell,renal connecting tubule,0.41829,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/19414
DPYD,monocyte,kidney interstitium,1.266343,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/3012
EBF1,renal interstitial pericyte,renal papilla,0.997336,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,renal interstitial pericyte,kidney capsule,0.997336,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,renal interstitial pericyte,kidney,0.997336,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,renal interstitial pericyte,kidney blood vessel,0.997336,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,renal interstitial pericyte,kidney pyramid,0.997336,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,renal interstitial pericyte,renal column,0.997336,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,renal interstitial pericyte,outer cortex of kidney,0.997336,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,renal papilla,0.828987,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,kidney capsule,0.828987,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,kidney,0.828987,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,kidney pyramid,0.828987,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,kidney interstitium,0.828987,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,renal column,0.828987,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EBF1,kidney interstitial fibroblast,outer cortex of kidney,0.828987,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3126
EGF,kidney distal convoluted tubule epithelial cell,distal convoluted tubule,1.207763,http://purl.obolibrary.org/obo/UBERON_0001292,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/3229
ELF3,kidney collecting duct principal cell,collecting duct of renal tubule,1.240607,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/3318
ELF5,kidney collecting duct principal cell,collecting duct of renal tubule,0.556643,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/3320
ELMO1,kidney interstitial alternatively activated macrophage,kidney interstitium,1.973505,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/16286
ELMO1,endothelial cell,endothelium,1.849238,http://purl.obolibrary.org/obo/UBERON_0001986,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/16286
ELMO1,B cell,kidney capsule,1.203417,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/16286
ELMO1,B cell,kidney,1.203417,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/16286
ELMO1,B cell,kidney pyramid,1.203417,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/16286
ELMO1,B cell,kidney interstitium,1.203417,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/16286
ELMO1,B cell,renal column,1.203417,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/16286
ELMO1,B cell,outer cortex of kidney,1.203417,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/16286
EMCN,endothelial cell,endothelium,2.392408,http://purl.obolibrary.org/obo/UBERON_0001986,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/16041
EMX1,kidney connecting tubule epithelial cell,renal papilla,0.329958,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
EMX1,kidney connecting tubule epithelial cell,kidney capsule,0.329958,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
EMX1,kidney connecting tubule epithelial cell,kidney,0.329958,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
EMX1,kidney connecting tubule epithelial cell,kidney pyramid,0.329958,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
EMX1,kidney connecting tubule epithelial cell,renal column,0.329958,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
EMX1,kidney connecting tubule epithelial cell,outer cortex of kidney,0.329958,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
EMX1,kidney connecting tubule epithelial cell,renal connecting tubule,0.329958,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/3340
ENTREP2,parietal epithelial cell,renal papilla,0.674862,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ENTREP2,parietal epithelial cell,kidney capsule,0.674862,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ENTREP2,parietal epithelial cell,kidney,0.674862,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ENTREP2,parietal epithelial cell,kidney pyramid,0.674862,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ENTREP2,parietal epithelial cell,renal column,0.674862,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ENTREP2,parietal epithelial cell,outer cortex of kidney,0.674862,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ENTREP2,parietal epithelial cell,glomerular parietal epithelium,0.674862,http://purl.obolibrary.org/obo/UBERON_0005750,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/29075
ERBB4,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,3.443212,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/3432
ESRRG,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,3.740653,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/3474
ETS1,T cell,kidney pyramid,1.05349,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
ETS1,T cell,kidney interstitium,1.05349,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
ETS1,T cell,renal column,1.05349,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
ETS1,T cell,outer cortex of kidney,1.05349,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
ETS1,T cell,renal papilla,1.05349,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
ETS1,T cell,kidney capsule,1.05349,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
ETS1,T cell,kidney,1.05349,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/3488
EYA4,kidney collecting duct principal cell,collecting duct of renal tubule,0.470363,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/3522
F13A1,kidney interstitial alternatively activated macrophage,kidney interstitium,2.089471,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/3531
FBLN1,kidney interstitial fibroblast,renal papilla,0.888993,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN1,kidney interstitial fibroblast,kidney capsule,0.888993,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN1,kidney interstitial fibroblast,kidney,0.888993,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN1,kidney interstitial fibroblast,kidney pyramid,0.888993,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN1,kidney interstitial fibroblast,kidney interstitium,0.888993,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN1,kidney interstitial fibroblast,renal column,0.888993,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN1,kidney interstitial fibroblast,outer cortex of kidney,0.888993,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3600
FBLN5,kidney interstitial fibroblast,renal papilla,0.694815,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBLN5,kidney interstitial fibroblast,kidney capsule,0.694815,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBLN5,kidney interstitial fibroblast,kidney,0.694815,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBLN5,kidney interstitial fibroblast,kidney pyramid,0.694815,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBLN5,kidney interstitial fibroblast,kidney interstitium,0.694815,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBLN5,kidney interstitial fibroblast,renal column,0.694815,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBLN5,kidney interstitial fibroblast,outer cortex of kidney,0.694815,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/3602
FBXL7,endothelial cell,endothelium,1.870044,http://purl.obolibrary.org/obo/UBERON_0001986,http://purl.obolibrary.org/obo/CL_0000115,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,renal papilla,0.835968,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,kidney capsule,0.835968,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,kidney,0.835968,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,kidney pyramid,0.835968,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,renal column,0.835968,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,outer cortex of kidney,0.835968,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXL7,parietal epithelial cell,glomerular parietal epithelium,0.835968,http://purl.obolibrary.org/obo/UBERON_0005750,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/13604
FBXW7,plasma cell,renal papilla,2.059389,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FBXW7,plasma cell,kidney capsule,2.059389,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FBXW7,plasma cell,kidney,2.059389,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FBXW7,plasma cell,kidney pyramid,2.059389,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FBXW7,plasma cell,kidney interstitium,2.059389,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FBXW7,plasma cell,renal column,2.059389,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FBXW7,plasma cell,outer cortex of kidney,2.059389,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/16712
FCHSD2,kidney interstitial alternatively activated macrophage,kidney interstitium,2.0671,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,renal papilla,1.655003,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,kidney capsule,1.655003,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,kidney,1.655003,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,kidney pyramid,1.655003,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,kidney interstitium,1.655003,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,renal column,1.655003,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,plasma cell,outer cortex of kidney,1.655003,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29114
FCHSD2,B cell,kidney capsule,1.580098,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/29114
FCHSD2,B cell,kidney,1.580098,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/29114
FCHSD2,B cell,kidney pyramid,1.580098,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/29114
FCHSD2,B cell,kidney interstitium,1.580098,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/29114
FCHSD2,B cell,renal column,1.580098,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/29114
FCHSD2,B cell,outer cortex of kidney,1.580098,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000236,http://identifiers.org/hgnc/29114
FHIT,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,2.609405,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/3701
FLNA,renal interstitial pericyte,renal papilla,1.543416,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FLNA,renal interstitial pericyte,kidney capsule,1.543416,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FLNA,renal interstitial pericyte,kidney,1.543416,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FLNA,renal interstitial pericyte,kidney blood vessel,1.543416,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FLNA,renal interstitial pericyte,kidney pyramid,1.543416,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FLNA,renal interstitial pericyte,renal column,1.543416,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FLNA,renal interstitial pericyte,outer cortex of kidney,1.543416,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/3754
FNDC3A,plasma cell,renal papilla,1.588138,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3A,plasma cell,kidney capsule,1.588138,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3A,plasma cell,kidney,1.588138,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3A,plasma cell,kidney pyramid,1.588138,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3A,plasma cell,kidney interstitium,1.588138,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3A,plasma cell,renal column,1.588138,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3A,plasma cell,outer cortex of kidney,1.588138,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/20296
FNDC3B,plasma cell,renal papilla,2.338082,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FNDC3B,plasma cell,kidney capsule,2.338082,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FNDC3B,plasma cell,kidney,2.338082,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FNDC3B,plasma cell,kidney pyramid,2.338082,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FNDC3B,plasma cell,kidney interstitium,2.338082,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FNDC3B,plasma cell,renal column,2.338082,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FNDC3B,plasma cell,outer cortex of kidney,2.338082,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/24670
FOXN3,kidney interstitial alternatively activated macrophage,kidney interstitium,2.055708,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/1928
FRMD4A,kidney interstitial alternatively activated macrophage,kidney interstitium,1.884583,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/25491
FRMD4A,parietal epithelial cell,renal papilla,1.42195,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/25491
FRMD4A,parietal epithelial cell,kidney capsule,1.42195,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/25491
