gene_label,ct_label,as_label,avg_mean_gene_expr,as,ct,gene
SCN2A,kidney connecting tubule epithelial cell,kidney capsule,0.74219,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588
SCN2A,kidney connecting tubule epithelial cell,kidney,0.74219,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588
SCN2A,kidney connecting tubule epithelial cell,kidney pyramid,0.74219,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588
SCN2A,kidney connecting tubule epithelial cell,renal column,0.74219,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588
SCN2A,kidney connecting tubule epithelial cell,outer cortex of kidney,0.74219,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588
SCN2A,kidney connecting tubule epithelial cell,renal connecting tubule,0.74219,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10588
SCNN1G,kidney collecting duct principal cell,collecting duct of renal tubule,0.493841,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/10602
SEL1L3,plasma cell,kidney interstitium,1.216876,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SEL1L3,plasma cell,renal column,1.216876,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SEL1L3,plasma cell,outer cortex of kidney,1.216876,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SEL1L3,plasma cell,renal papilla,1.216876,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SEL1L3,plasma cell,kidney capsule,1.216876,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SEL1L3,plasma cell,kidney,1.216876,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SEL1L3,plasma cell,kidney pyramid,1.216876,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/29108
SIGLEC6,mast cell,renal papilla,0.670123,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SIGLEC6,mast cell,kidney capsule,0.670123,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SIGLEC6,mast cell,kidney,0.670123,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SIGLEC6,mast cell,kidney pyramid,0.670123,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SIGLEC6,mast cell,kidney interstitium,0.670123,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SIGLEC6,mast cell,renal column,0.670123,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SIGLEC6,mast cell,outer cortex of kidney,0.670123,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10875
SKAP1,T cell,renal papilla,1.418092,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SKAP1,T cell,kidney capsule,1.418092,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SKAP1,T cell,kidney,1.418092,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SKAP1,T cell,kidney pyramid,1.418092,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SKAP1,T cell,kidney interstitium,1.418092,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SKAP1,T cell,renal column,1.418092,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SKAP1,T cell,outer cortex of kidney,1.418092,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000084,http://identifiers.org/hgnc/15605
SLC12A1,kidney loop of Henle thick ascending limb epithelial cell,thick ascending limb of loop of Henle,3.652465,http://purl.obolibrary.org/obo/UBERON_0001291,http://purl.obolibrary.org/obo/CL_1001106,http://identifiers.org/hgnc/10910
SLC12A3,kidney distal convoluted tubule epithelial cell,distal convoluted tubule,2.683618,http://purl.obolibrary.org/obo/UBERON_0001292,http://purl.obolibrary.org/obo/CL_1000849,http://identifiers.org/hgnc/10912
SLC13A3,epithelial cell of proximal tubule,proximal tubule,1.283526,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/14430
SLC14A2,kidney connecting tubule epithelial cell,renal papilla,0.439896,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC14A2,kidney connecting tubule epithelial cell,kidney capsule,0.439896,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC14A2,kidney connecting tubule epithelial cell,kidney,0.439896,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC14A2,kidney connecting tubule epithelial cell,kidney pyramid,0.439896,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC14A2,kidney connecting tubule epithelial cell,renal column,0.439896,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC14A2,kidney connecting tubule epithelial cell,outer cortex of kidney,0.439896,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC14A2,kidney connecting tubule epithelial cell,renal connecting tubule,0.439896,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/10919
SLC16A9,epithelial cell of proximal tubule,proximal tubule,1.341769,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/23520
SLC17A1,epithelial cell of proximal tubule,proximal tubule,1.433087,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/10929
SLC18A2,mast cell,renal papilla,0.994399,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC18A2,mast cell,kidney capsule,0.994399,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC18A2,mast cell,kidney,0.994399,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC18A2,mast cell,kidney pyramid,0.994399,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC18A2,mast cell,kidney interstitium,0.994399,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC18A2,mast cell,renal column,0.994399,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC18A2,mast cell,outer cortex of kidney,0.994399,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10935
SLC24A3,mast cell,renal papilla,1.047506,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC24A3,mast cell,kidney capsule,1.047506,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC24A3,mast cell,kidney,1.047506,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC24A3,mast cell,kidney pyramid,1.047506,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC24A3,mast cell,kidney interstitium,1.047506,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC24A3,mast cell,renal column,1.047506,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC24A3,mast cell,outer cortex of kidney,1.047506,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/10977
SLC26A7,kidney collecting duct intercalated cell,collecting duct of renal tubule,2.556519,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001432,http://identifiers.org/hgnc/14467
SLC2A9,epithelial cell of proximal tubule,proximal tubule,1.217642,http://purl.obolibrary.org/obo/UBERON_0004134,http://purl.obolibrary.org/obo/CL_0002306,http://identifiers.org/hgnc/13446
SLC38A1,kidney collecting duct principal cell,collecting duct of renal tubule,0.824729,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/13447
SLC4A9,kidney collecting duct intercalated cell,collecting duct of renal tubule,1.083118,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001432,http://identifiers.org/hgnc/11035
SLC8A1,kidney interstitial alternatively activated macrophage,kidney interstitium,1.79304,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/11068
SLC8A1,monocyte,kidney interstitium,1.386743,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000576,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,outer cortex of kidney,1.36168,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,renal connecting tubule,1.36168,http://purl.obolibrary.org/obo/UBERON_0005097,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,renal papilla,1.36168,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,kidney capsule,1.36168,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,kidney,1.36168,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,kidney pyramid,1.36168,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A1,kidney connecting tubule epithelial cell,renal column,1.36168,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000768,http://identifiers.org/hgnc/11068
SLC8A3,mast cell,renal papilla,0.519234,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC8A3,mast cell,kidney capsule,0.519234,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC8A3,mast cell,kidney,0.519234,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC8A3,mast cell,kidney pyramid,0.519234,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC8A3,mast cell,kidney interstitium,0.519234,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC8A3,mast cell,renal column,0.519234,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC8A3,mast cell,outer cortex of kidney,0.519234,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000097,http://identifiers.org/hgnc/11070
SLC9A9,kidney interstitial alternatively activated macrophage,kidney interstitium,2.044935,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/20653
SLCO2B1,kidney interstitial alternatively activated macrophage,kidney interstitium,1.548048,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000695,http://identifiers.org/hgnc/10962
SLIT3,renal interstitial pericyte,renal papilla,1.042874,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,renal interstitial pericyte,kidney capsule,1.042874,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,renal interstitial pericyte,kidney,1.042874,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,renal interstitial pericyte,kidney blood vessel,1.042874,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,renal interstitial pericyte,kidney pyramid,1.042874,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,renal interstitial pericyte,renal column,1.042874,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,renal interstitial pericyte,outer cortex of kidney,1.042874,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,renal papilla,0.993033,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,kidney capsule,0.993033,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,kidney,0.993033,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,kidney pyramid,0.993033,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,renal column,0.993033,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,outer cortex of kidney,0.993033,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,parietal epithelial cell,glomerular parietal epithelium,0.993033,http://purl.obolibrary.org/obo/UBERON_0005750,http://purl.obolibrary.org/obo/CL_1000452,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,kidney pyramid,0.829039,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,kidney interstitium,0.829039,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,renal column,0.829039,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,outer cortex of kidney,0.829039,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,kidney,0.829039,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,renal papilla,0.829039,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SLIT3,kidney interstitial fibroblast,kidney capsule,0.829039,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000692,http://identifiers.org/hgnc/11087
SMCHD1,neutrophil,kidney capsule,1.69839,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/29090
SMCHD1,neutrophil,kidney,1.69839,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/29090
SMCHD1,neutrophil,kidney pyramid,1.69839,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/29090
SMCHD1,neutrophil,kidney interstitium,1.69839,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/29090
SMCHD1,neutrophil,renal column,1.69839,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/29090
SMCHD1,neutrophil,outer cortex of kidney,1.69839,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/29090
SNTB1,kidney collecting duct intercalated cell,collecting duct of renal tubule,1.220657,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001432,http://identifiers.org/hgnc/11168
SORL1,neutrophil,kidney capsule,1.556682,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/11185
SORL1,neutrophil,kidney,1.556682,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/11185
SORL1,neutrophil,kidney pyramid,1.556682,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/11185
SORL1,neutrophil,kidney interstitium,1.556682,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/11185
SORL1,neutrophil,renal column,1.556682,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/11185
SORL1,neutrophil,outer cortex of kidney,1.556682,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/11185
SPARCL1,renal interstitial pericyte,renal papilla,0.877848,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPARCL1,renal interstitial pericyte,kidney capsule,0.877848,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPARCL1,renal interstitial pericyte,kidney,0.877848,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPARCL1,renal interstitial pericyte,kidney blood vessel,0.877848,http://purl.obolibrary.org/obo/UBERON_0003517,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPARCL1,renal interstitial pericyte,kidney pyramid,0.877848,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPARCL1,renal interstitial pericyte,renal column,0.877848,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPARCL1,renal interstitial pericyte,outer cortex of kidney,0.877848,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1001318,http://identifiers.org/hgnc/11220
SPATS2,plasma cell,renal papilla,1.4845,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPATS2,plasma cell,kidney capsule,1.4845,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPATS2,plasma cell,kidney,1.4845,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPATS2,plasma cell,kidney pyramid,1.4845,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPATS2,plasma cell,kidney interstitium,1.4845,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPATS2,plasma cell,renal column,1.4845,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPATS2,plasma cell,outer cortex of kidney,1.4845,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/18650
SPINK1,papillary tips cell,renal papilla,3.186292,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11244
SPINK1,papillary tips cell,kidney capsule,3.186292,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11244
SPINK1,papillary tips cell,kidney,3.186292,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11244
SPINK1,papillary tips cell,kidney pyramid,3.186292,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11244
SPINK1,papillary tips cell,outer cortex of kidney,3.186292,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11244
SPINK1,papillary tips cell,Papillary Tip Epithelium,3.186292,https://purl.org/ccf/ASCTB-TEMP_papillary-tip-epithelium,http://purl.obolibrary.org/obo/CL_1000597,http://identifiers.org/hgnc/11244
SPOCK1,podocyte,kidney capsule,1.464643,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/11251
SPOCK1,podocyte,kidney,1.464643,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/11251
SPOCK1,podocyte,kidney pyramid,1.464643,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/11251
SPOCK1,podocyte,renal column,1.464643,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/11251
SPOCK1,podocyte,outer cortex of kidney,1.464643,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/11251
SPOCK1,podocyte,glomerular visceral epithelium,1.464643,http://purl.obolibrary.org/obo/UBERON_0005751,http://purl.obolibrary.org/obo/CL_0000653,http://identifiers.org/hgnc/11251
SPTBN2,kidney collecting duct principal cell,collecting duct of renal tubule,0.62931,http://purl.obolibrary.org/obo/UBERON_0001232,http://purl.obolibrary.org/obo/CL_1001431,http://identifiers.org/hgnc/11276
SRGN,neutrophil,kidney capsule,1.799594,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/9361
SRGN,neutrophil,kidney,1.799594,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/9361
SRGN,neutrophil,kidney pyramid,1.799594,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/9361
SRGN,neutrophil,kidney interstitium,1.799594,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/9361
SRGN,neutrophil,renal column,1.799594,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/9361
SRGN,neutrophil,outer cortex of kidney,1.799594,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000775,http://identifiers.org/hgnc/9361
ST6GAL1,plasma cell,kidney capsule,1.599543,http://purl.obolibrary.org/obo/UBERON_0002015,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
ST6GAL1,plasma cell,kidney,1.599543,http://purl.obolibrary.org/obo/UBERON_0002113,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
ST6GAL1,plasma cell,kidney pyramid,1.599543,http://purl.obolibrary.org/obo/UBERON_0004200,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
ST6GAL1,plasma cell,kidney interstitium,1.599543,http://purl.obolibrary.org/obo/UBERON_0005215,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
ST6GAL1,plasma cell,renal column,1.599543,http://purl.obolibrary.org/obo/UBERON_0001284,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
ST6GAL1,plasma cell,outer cortex of kidney,1.599543,http://purl.obolibrary.org/obo/UBERON_0002189,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
ST6GAL1,plasma cell,renal papilla,1.599543,http://purl.obolibrary.org/obo/UBERON_0001228,http://purl.obolibrary.org/obo/CL_0000786,http://identifiers.org/hgnc/10860
