asctb_table,record_number,as_label,as,cell_label,cell_id,matched_genes,matched_gene_count,gene_symbols,hgnc_ids,references
lymph-node,5,arteriole of lymph node,http://purl.obolibrary.org/obo/UBERON_8410042,blood vessel endothelial cell,CL:0000071,CAV1; CD74; PROX1; HLA-DRA; SPARCL1,5,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; CDH5; ENG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1; PDPN; CD300LG,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:3349; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459; HGNC:29602; HGNC:30455,https://doi.org/10.1369/jhc.4A6514.2005; https://doi.org/10.1371/journal.pone.0094781
lymph-node,80,medullary venule of lymph node,http://purl.obolibrary.org/obo/UBERON_8410036,blood vessel endothelial cell,CL:0000071,CAV1; CD74; PROX1; HLA-DRA; SPARCL1,5,HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1; CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; ACKR1,HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459; HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:4035,https://doi.org/10.1369/jhc.4A6514.2005; https://doi.org/10.1371/journal.pone.0094781
lymph-node,79,medullary arteriole of lymph node,http://purl.obolibrary.org/obo/UBERON_8410035,blood vessel endothelial cell,CL:0000071,CAV1; CD74; PROX1; HLA-DRA; SPARCL1,5,CD209; CD34; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1; CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN,HGNC:1641; HGNC:1662; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459; HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041,https://doi.org/10.1371/journal.pone.0094781; https://doi.org/10.1369/jhc.4A6514.2005
lymph-node,17,lymph node primary follicle,http://purl.obolibrary.org/obo/UBERON_0010395,naive B cell,CL:0000788,BCL2; CD74; PTPRC; HLA-DRA; MS4A1; MME,6,IGHD; MME; SELL; CD27; CD19; CD1C; CD38; FCER2; MS4A1; CD74; CR2; FCAMR; HLA-DRA; PTPRC; BCL2,HGNC:5480; HGNC:7154; HGNC:10720; HGNC:11922; HGNC:1633; HGNC:1636; HGNC:1667; HGNC:3612; HGNC:7315; HGNC:1697; HGNC:2336; HGNC:24692; HGNC:4947; HGNC:9666; HGNC:990,PMCID:PMC1900414; ISBN:9781933477381
lymph-node,3,venule of lymph node,http://purl.obolibrary.org/obo/UBERON_8410041,blood vessel endothelial cell,CL:0000071,CAV1; CD59; CD74; PROX1; HLA-DRA; SPARCL1,6,ICAM1; NECTIN2; MARCO; PECAM1; PROX1; CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD59; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1,HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459; HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1689; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948,https://doi.org/10.1371/journal.pone.0094781; https://doi.org/10.1369/jhc.4A6514.2005
lymph-node,28,lymph node germinal center mantle zone,http://purl.obolibrary.org/obo/UBERON_0010420,naive B cell,CL:0000788,BCL2; CD74; PTPRC; HLA-DRA; MS4A1; MME,6,SELL; CD19; CD1C; CD38; FCER2; MS4A1; CD74; CR2; FCAMR; HLA-DRA; IGHD; MME; PTPRC; BCL2,HGNC:10720; HGNC:1633; HGNC:1636; HGNC:1667; HGNC:3612; HGNC:7315; HGNC:1697; HGNC:2336; HGNC:24692; HGNC:4947; HGNC:5480; HGNC:7154; HGNC:9666; HGNC:990,ISBN:9781933477060
lymph-node,26,lymph node germinal center dark zone,http://purl.obolibrary.org/obo/UBERON_8410053,centroblast,CL:0009112,CXCR4; BCL6; BCL2; CD74; MS4A1; MME,6,BCL6; CD74; CXCR4; IGHD; LMO2; MKI67; MME; BCL2; CD27; AICDA; CD19; CD38; MS4A1,HGNC:1001; HGNC:1697; HGNC:2561; HGNC:5480; HGNC:6642; HGNC:7107; HGNC:7154; HGNC:990; HGNC:11922; HGNC:13203; HGNC:1633; HGNC:1667; HGNC:7315,PMCID:PMC1900414; https://doi.org/10.1182/blood-2012-03-415380; ISBN:9781933477381
lymph-node,12,subcapsular sinus floor,http://purl.obolibrary.org/obo/UBERON_8410072,lymphatic endothelial cell of subcapsular sinus floor,CL:0009108,CAV1; CD9; PROX1; PTPRC; LYVE1; LYZ,6,PROX1; PTPRC; CCL20; CXCL5; THY1; TNFRSF9; LYVE1; CLDN11; CAV1; ACKR4; CD9; CD274; PDPN; ACKR1; CXCL1; ICAM1; LYZ; MARCO; MFAP4; NT5E; PECAM1,HGNC:9459; HGNC:9666; HGNC:10619; HGNC:10642; HGNC:11801; HGNC:11924; HGNC:14687; HGNC:8514; HGNC:1527; HGNC:1611; HGNC:1709; HGNC:17635; HGNC:29602; HGNC:4035; HGNC:4602; HGNC:5344; HGNC:6740; HGNC:6895; HGNC:7035; HGNC:8021; HGNC:8823,https://doi.org/10.3389/fcvm.2020.00052; https://doi.org/10.1016/j.immuni.2019.06.027
lymph-node,2,arteriole of lymph node,http://purl.obolibrary.org/obo/UBERON_8410042,blood vessel endothelial cell,CL:0000071,CAV1; CD59; CD74; PROX1; HLA-DRA; SPARCL1,6,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD59; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1689; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459,https://doi.org/10.1369/jhc.4A6514.2005; https://doi.org/10.1371/journal.pone.0094781
lymph-node,87,lymph node vein,http://purl.obolibrary.org/obo/UBERON_8410033,blood vessel endothelial cell,CL:0000071,CAV1; CD74; CD59; PROX1; HLA-DRA; SPARCL1,6,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD59; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; ACKR1; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1689; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:4035; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459,https://doi.org/10.1007/s00441-008-0706-5
lymph-node,86,lymph node artery,http://purl.obolibrary.org/obo/UBERON_8410034,blood vessel endothelial cell,CL:0000071,CAV1; CD59; CD74; PROX1; GJA5; HLA-DRA; SPARCL1,7,CCL14; SPARCL1; PLVAP; JAM2; CAV1; EMCN; CD209; CD34; CD59; CD74; ESAM; CDH5; PDPN; CD300LG; ENG; ACKR1; GJA5; HLA-DPA1; HLA-DPB1; HLA-DRA; HLA-DRB1; ICAM1; NECTIN2; MARCO; PECAM1; PROX1,HGNC:10612; HGNC:11220; HGNC:13635; HGNC:14686; HGNC:1527; HGNC:16041; HGNC:1641; HGNC:1662; HGNC:1689; HGNC:1697; HGNC:17474; HGNC:1764; HGNC:29602; HGNC:30455; HGNC:3349; HGNC:4035; HGNC:4279; HGNC:4938; HGNC:4940; HGNC:4947; HGNC:4948; HGNC:5344; HGNC:9707; HGNC:6895; HGNC:8823; HGNC:9459,https://doi.org/10.1007/s00441-008-0706-5
ovary,52,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,12,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757; ISBN:9781496398949
ovary,16,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,20,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,24,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,8,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,36,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,28,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,32,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,40,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,44,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,ISBN:9781496398949; PMID:13774016; https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757
ovary,48,epithelium of female gonad,http://purl.obolibrary.org/obo/UBERON_0004911,columnar ovarian surface epithelial cell,ASCTB-TEMP:columnar-ovarian-surface-epithelial-cell,MSLN,1,CALB2; MSLN,HGNC:1435; HGNC:7371,https://doi.org/10.1016/0090-8258(79)90005-2; https://doi.org/10.1371/journal.pone.0055578; PMID:4143757; ISBN:9781496398949; PMID:13774016
ovary,3,Hilum of ovary,http://purl.org/sig/ont/fma/fma18652,hilus cell of ovary,CL:0002095,INHBB; MLANA,2,CALB2; INHBE; INHA; INHBA; INHBB; INHBC; MLANA; acid phosphatase; alkaline phosphatase; cholesterol esters; non-specific esterase,HGNC:1435; HGNC:24029; HGNC:6065; HGNC:6066; HGNC:6067; HGNC:6068; HGNC:7124; ASCTB-TEMP:acid-phosphatase; ASCTB-TEMP:alkaline-phosphatase; ASCTB-TEMP:cholesterol-esters; ASCTB-TEMP:non-specific-esterase,https://doi.org/10.1097/00000478-199805000-00011; https://doi.org/10.1097/00004347-199804000-00001; ISBN:9781496398949; PMID:13774016; PMID:14287465
palatine-tonsil,31,germinal center,http://purl.obolibrary.org/obo/UBERON_0010754,Cycling B,ASCTB-TEMP:cycling-b,ANLN; MS4A1,2,MS4A1; CLSPN; FAM111B; E2F8; NUGGC; MKI67; MYBL1; KIF4A; GTSE1; ANLN; NUF2; CDCA2; CD19,HGNC:7315; HGNC:19715; HGNC:24200; HGNC:24727; HGNC:33550; HGNC:7107; HGNC:7547; HGNC:13339; HGNC:13698; HGNC:14082; HGNC:14621; HGNC:14623; HGNC:1633,https://doi.org/10.1126/sciimmunol.abh3768; https://doi.org/10.1101/2022.06.24.497299
palatine-tonsil,44,tonsil germinal center,http://purl.obolibrary.org/obo/UBERON_0013688,Cycling B,ASCTB-TEMP:cycling-b,ANLN; MS4A1,2,KIF4A; GTSE1; ANLN; NUF2; CDCA2; CD19; MS4A1; CLSPN; FAM111B; E2F8; NUGGC; MKI67; MYBL1,HGNC:13339; HGNC:13698; HGNC:14082; HGNC:14621; HGNC:14623; HGNC:1633; HGNC:7315; HGNC:19715; HGNC:24200; HGNC:24727; HGNC:33550; HGNC:7107; HGNC:7547,https://doi.org/10.1101/2022.06.24.497299; https://doi.org/10.1126/sciimmunol.abh3768
palatine-tonsil,25,tonsil secondary follicle,https://purl.org/ccf/ASCTB-TEMP_tonsil-secondary-follicle,Cycling B,ASCTB-TEMP:cycling-b,ANLN; MS4A1,2,KIF4A; GTSE1; ANLN; NUF2; CDCA2; CD19; MS4A1; CLSPN; FAM111B; E2F8; NUGGC; MKI67; MYBL1,HGNC:13339; HGNC:13698; HGNC:14082; HGNC:14621; HGNC:14623; HGNC:1633; HGNC:7315; HGNC:19715; HGNC:24200; HGNC:24727; HGNC:33550; HGNC:7107; HGNC:7547,https://doi.org/10.1101/2022.06.24.497299; https://doi.org/10.1126/sciimmunol.abh3768
peripheral-nervous-system,1195,geniculate ganglion,http://purl.obolibrary.org/obo/UBERON_0001700,geniculate ganglion SPARCL1 neuron,ASCTB-TEMP:geniculate-ganglion-sparcl1-neuron,SPARCL1,1,SPARCL1,HGNC:11220,https://doi.org/10.1159/000470835
peripheral-nervous-system,1192,superior vagus X ganglion,http://purl.obolibrary.org/obo/UBERON_0005364,jugular ganglion SPARCL1 neuron,ASCTB-TEMP:jugular-ganglion-sparcl1-neuron,SPARCL1,1,SPARCL1,HGNC:11220,https://doi.org/10.1016/j.tice.2020.101344
peripheral-nervous-system,1110,cervical dorsal root ganglion,http://purl.obolibrary.org/obo/UBERON_0002834,cervical dorsal root ganglion Piezo2 neuron,ASCTB-TEMP:cervical-dorsal-root-ganglion-piezo2-neuron,PIEZO2,1,PIEZO2,HGNC:26270,)https://doi.org/10.3389/fncel.2019.002711; https://doi.org/10.1016/j.neuroscience.2017.11.047
peripheral-nervous-system,1152,lumbar dorsal root ganglion,http://purl.obolibrary.org/obo/UBERON_0002836,lumbar dorsal root ganglion Piezo2 neuron,ASCTB-TEMP:lumbar-dorsal-root-ganglion-piezo2-neuron,PIEZO2,1,PIEZO2,HGNC:26270,)https://doi.org/10.3389/fncel.2019.002711; https://doi.org/10.1016/j.neuroscience.2017.11.047
peripheral-nervous-system,1168,sacral dorsal root ganglion,http://purl.obolibrary.org/obo/UBERON_0002837,sacral dorsal root ganglion Piezo2 neuron,ASCTB-TEMP:sacral-dorsal-root-ganglion-piezo2-neuron,PIEZO2,1,PIEZO2,HGNC:26270,)https://doi.org/10.3389/fncel.2019.002711; https://doi.org/10.1016/j.neuroscience.2017.11.047
peripheral-nervous-system,1129,thoracic dorsal root ganglion,http://purl.obolibrary.org/obo/UBERON_0002835,thoracic dorsal root ganglion Piezo2 neuron,ASCTB-TEMP:thoracic-dorsal-root-ganglion-piezo2-neuron,PIEZO2,1,PIEZO2,HGNC:26270,)https://doi.org/10.3389/fncel.2019.002711; https://doi.org/10.1016/j.neuroscience.2017.11.047
peripheral-nervous-system,1014,ganglion,http://purl.obolibrary.org/obo/UBERON_0000045,Schwann cell,CL:0002573,MPZ; MBP,2,SOX10; MPZ; GFAP; MBP,HGNC:11190; HGNC:7225; HGNC:4235; HGNC:6925,"http://dx.doi.org/10.1097/00007632-200112010-00007,https://doi.org/10.1016/0006-8993(92)90583-U; Kin(2017)https://doi.org/10.1016/j.stemcr.2017.04.011; PMID:2413766PMCID:PMC1888031,https://doi.org/10.1111/nan.12898"
placenta,2,umbilical vein,http://purl.obolibrary.org/obo/UBERON_0002066,pericyte,CL:0000669,DES,1,ACTA2; CSPG4; DES; PDGFRB,HGNC:130; HGNC:2466; HGNC:2770; HGNC:8804,https://doi.org/10.1007/s00441-003-0745-x; https://doi.org/10.1016/0014-4800(90)90037-e; https://doi.org/10.1038/ng.2007.6
placenta,97,endometrial stroma,http://purl.obolibrary.org/obo/UBERON_0002337,uterine resident macrophage,CL:4033064,MRC1,1,CD209; CD68; MRC1; ITGAX,HGNC:1641; HGNC:1693; HGNC:7228; HGNC:6152,https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1038/s41423-018-0008-0; https://doi.org/10.1371/journal.pone.0002078
placenta,93,chorionic terminal villous capillary,http://purl.obolibrary.org/obo/UBERON_8600041,pericyte,CL:0000669,DES,1,CSPG4; DES; PDGFRB; ACTA2,HGNC:2466; HGNC:2770; HGNC:8804; HGNC:130,https://doi.org/10.1038/ng.2007.6; https://doi.org/10.1007/s00441-003-0745-x; https://doi.org/10.1016/0014-4800(90)90037-e
placenta,96,endometrial stroma,http://purl.obolibrary.org/obo/UBERON_0002337,"decidual natural killer cell, human",CL:0002343,NCAM1,1,NCAM1,HGNC:7656,PMID:1697563
placenta,26,amniotic ectoderm,http://purl.obolibrary.org/obo/UBERON_0003254,epithelial cell of amnion,CL:0002536,KRT7,1,SOX2; KRT7; POU5F1,HGNC:11195; HGNC:6445; HGNC:9221,https://doi.org/10.1016/j.jim.2003.03.001; https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1095/biolreprod.106.055244; https://doi.org/10.1016/j.jri.2009.02.007; https://doi.org/10.1371/journal.pone.0146082; https://doi.org/10.17772/gp/1673
placenta,23,endometrial blood vessel,http://purl.obolibrary.org/obo/UBERON_0015172,endometrial microvascular endothelial cell,CL:2000091,VWF,1,VWF; MCAM,HGNC:12726; HGNC:6934,https://doi.org/10.1093/humrep/dem265; https://doi.org/10.1093/oxfordjournals.humrep.a136040; https://doi.org/10.1155/2021/6662201; PMID:8804361; https://doi.org/10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2
placenta,24,endometrial blood vessel,http://purl.obolibrary.org/obo/UBERON_0015172,endovascular extravillous trophoblast cell,CL:4033063,KRT7,1,CDH5; HLA-G; KRT7; MCAM,HGNC:1764; HGNC:4964; HGNC:6445; HGNC:6934,https://doi.org/10.1016/j.jim.2003.03.001; https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1093/humrep/dem265; https://doi.org/10.1095/biolreprod.106.055244; https://doi.org/10.1155/2021/6662201; PMID:8804361; https://doi.org/10.1016/0198-8859(93)90138-Q; https://doi.org/10.1172/JCI119387
placenta,51,endometrial blood vessel,http://purl.obolibrary.org/obo/UBERON_0015172,endometrial microvascular endothelial cell,CL:2000091,VWF,1,VWF; MCAM,HGNC:12726; HGNC:6934,https://doi.org/10.1093/humrep/dem265; https://doi.org/10.1093/oxfordjournals.humrep.a136040; https://doi.org/10.1155/2021/6662201; PMID:8804361; https://doi.org/10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2
placenta,52,endometrial blood vessel,http://purl.obolibrary.org/obo/UBERON_0015172,endovascular extravillous trophoblast cell,CL:4033063,KRT7,1,CDH5; HLA-G; KRT7; MCAM,HGNC:1764; HGNC:4964; HGNC:6445; HGNC:6934,https://doi.org/10.1016/j.jim.2003.03.001; https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1093/humrep/dem265; https://doi.org/10.1095/biolreprod.106.055244; https://doi.org/10.1155/2021/6662201; PMID:8804361; https://doi.org/10.1016/0198-8859(93)90138-Q; https://doi.org/10.1172/JCI119387
placenta,9,amniotic ectoderm,http://purl.obolibrary.org/obo/UBERON_0003254,epithelial cell of amnion,CL:0002536,KRT7,1,SOX2; KRT7; POU5F1,HGNC:11195; HGNC:6445; HGNC:9221,https://doi.org/10.1016/j.jim.2003.03.001; https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1095/biolreprod.106.055244; https://doi.org/10.1016/j.jri.2009.02.007; https://doi.org/10.1371/journal.pone.0146082; https://doi.org/10.17772/gp/1673
placenta,91,chorionic villous mesenchyme,http://purl.obolibrary.org/obo/UBERON_8600039,fibroblast of villous mesenchyme,CL:0002558,CD44,1,THY1; CD44; ENG; NT5E,HGNC:11801; HGNC:1681; HGNC:3349; HGNC:8021,https://doi.org/10.1016/j.jcyt.2017.03.001; https://doi.org/10.1095/biolreprod.108.075226; https://doi.org/10.1095/biolreprod51.4.739; https://doi.org/10.1182/blood.V74.2.751.751; https://doi.org/10.1186/s13287-017-0757-1; https://doi.org/10.3390/cells1041061; https://doi.org/10.1093/humrep/den051; https://doi.org/10.3346/jkms.2012.27.8.857; https://doi.org/10.5966/sctm.2015-0022
placenta,90,chorionic villous mesenchyme,http://purl.obolibrary.org/obo/UBERON_8600039,Hofbauer cell,CL:3000001,CD163,1,CD163; CD68; FCGR1A,HGNC:1631; HGNC:1693; HGNC:3613,https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1016/j.placenta.2007.11.003; PMID:8014121
placenta,7,mesenchyme of umbilical cord,http://purl.obolibrary.org/obo/UBERON_0003422,mesenchymal stem cell of Wharton's jelly,CL:0002568,CD44,1,THY1; CD44; ENG; NT5E,HGNC:11801; HGNC:1681; HGNC:3349; HGNC:8021,https://doi.org/10.1016/j.jcyt.2017.03.001; https://doi.org/10.1095/biolreprod.108.075226; https://doi.org/10.1095/biolreprod51.4.739; https://doi.org/10.1182/blood.V74.2.751.751; https://doi.org/10.1186/s13287-017-0757-1; https://doi.org/10.3390/cells1041061; https://doi.org/10.1093/humrep/den051; https://doi.org/10.3346/jkms.2012.27.8.857; https://doi.org/10.5966/sctm.2015-0022
placenta,68,chorionic terminal villous capillary,http://purl.obolibrary.org/obo/UBERON_8600041,pericyte,CL:0000669,DES,1,ACTA2; CSPG4; DES; PDGFRB,HGNC:130; HGNC:2466; HGNC:2770; HGNC:8804,https://doi.org/10.1016/0014-4800(90)90037-e; https://doi.org/10.1038/ng.2007.6; https://doi.org/10.1007/s00441-003-0745-x
placenta,11,amniotic ectoderm,http://purl.obolibrary.org/obo/UBERON_0003254,epithelial cell of amnion,CL:0002536,KRT7,1,SOX2; KRT7; POU5F1,HGNC:11195; HGNC:6445; HGNC:9221,https://doi.org/10.1016/j.jim.2003.03.001; https://doi.org/10.1053/plac.2000.0559; https://doi.org/10.1095/biolreprod.106.055244; https://doi.org/10.1016/j.jri.2009.02.007; https://doi.org/10.1371/journal.pone.0146082; https://doi.org/10.17772/gp/1673
placenta,10,amniotic mesoderm,http://purl.obolibrary.org/obo/UBERON_0003262,placental amniotic mesenchymal stromal cell,CL:2000061,CD44,1,THY1; CD44; ENG; NT5E,HGNC:11801; HGNC:1681; HGNC:3349; HGNC:8021,https://doi.org/10.1016/j.jcyt.2017.03.001; https://doi.org/10.1095/biolreprod.108.075226; https://doi.org/10.1095/biolreprod51.4.739; https://doi.org/10.1182/blood.V74.2.751.751; https://doi.org/10.1186/s13287-017-0757-1; https://doi.org/10.3390/cells1041061; https://doi.org/10.1093/humrep/den051; https://doi.org/10.3346/jkms.2012.27.8.857; https://doi.org/10.5966/sctm.2015-0022
placenta,1,umbilical vein,http://purl.obolibrary.org/obo/UBERON_0002066,blood vessel endothelial cell,CL:0000071,VWF,1,PECAM1; VWF; MCAM,HGNC:8823; HGNC:12726; HGNC:6934,https://doi.org/10.1093/oxfordjournals.humrep.a136040; https://doi.org/10.1155/2021/6662201; https://doi.org/10.1371/journal.pone.0169849; PMID:8804361; https://doi.org/10.1290/1071-2690(2001)037<0408:IOECFH>2.0.CO;2; https://doi.org/10.1093/humrep/dem265
placenta,66,chorionic villous mesenchyme,http://purl.obolibrary.org/obo/UBERON_8600039,fibroblast of villous mesenchyme,CL:0002558,CD44,1,THY1; CD44; ENG; NT5E,HGNC:11801; HGNC:1681; HGNC:3349; HGNC:8021,https://doi.org/10.1182/blood.V74.2.751.751; https://doi.org/10.1186/s13287-017-0757-1; https://doi.org/10.3390/cells1041061; https://doi.org/10.1093/humrep/den051; https://doi.org/10.3346/jkms.2012.27.8.857; https://doi.org/10.5966/sctm.2015-0022; https://doi.org/10.1016/j.jcyt.2017.03.001; https://doi.org/10.1095/biolreprod.108.075226; https://doi.org/10.1095/biolreprod51.4.739
