leiden_sub,cell_id,cell_label,evidence,dataset_count,shared_markers,gene_expr_markers
"0,0",CL:0002399,CD1c-positive myeloid dendritic cell,123,121,TRPS1; MPPED2; DMD; HOMER2; RORA; LAMA2; IL1R1; BNC2; LRMDA; MACROD2; ADAM28,IL18R1; LRRK1; HS3ST4; SLC41A2; AOAH; TRPS1; SH3BP4; CD1E; ARL15; HLA-DRB1; ADGRE2; CPVL; SPECC1; RGS1; SRGAP1; MPPED2; IGSF21; NR4A3; SNX8; CLEC7A; CD163; TFEC; ARHGAP24; FCGR2A; SLC8A1-AS1; DMD; HLA-DPA1; ENTPD1; ALCAM; HIF1A; CIITA; SDC2; HOMER2; HDAC9; SYK; IL1R2; AC009093.2; PSTPIP2; LAMA2; CSF2RA; TLR2; CSF3R; CST3; NEGR1; GRK3; HLA-DMB; IL18; IL1R1; ALOX5; SRGAP2; LY86; NDRG2; JAML; TMEM163; DOCK4; CD86; ACSL1; GPR183; FCGR2B; MED12L; CKLF; SLC8A1; RHOA; CTSB; MSR1; HLA-DRA; LRMDA; FCN1; TENM4; PHLDA1; HLA-DQB1; PID1; PECAM1; PKIB; ADAM28; RTN1; ATP8B4; F13A1; BNC2; HAL; AXL; KIAA2026; CLEC10A; SPIB; MACROD2; ITGB2; TMEM206; FCER1A; LDB2; GPRIN3; SLIT2; HLA-DMA; CD1C; PLXDC2; CSF1R; PLD4; PALD1; NPIPB4; SH3D19; TIMP3; LSAMP; CD74; H2BC18; MS4A4E; HLA-DPB1; RORA; KCNMB4; ZXDA; KYNU; HLA-DQA1; CX3CR1; SLC43A2
"0,0",CL:0000939,"CD16-positive, CD56-dim natural killer cell, human",123,123,ERBB4; UBE2D2; PTPRM; LAMA2; OXR1; SOX5; ADAM28; MACROD2; NPAS3; ZFPM2; BNC2,KLRB1; SYNPO2; DLG2; MAGI2; NPAS3; CACNA2D3; GNG2; NCAM1; SYNE1; ADGRG1; CMC1; GZMH; RUNX3; PTPRM; OSBPL5; GNPTAB; KLRC2; STK3; KCNQ1OT1; MACROD2; LINC02384; CD244; UBE2D2; TRDC; ZEB1; TSHZ2; GNLY; SPON2; HSH2D; GZMB; FCGR3A; BNC2; NCR3; OXR1; ADAM28; PRF1; LAMA2; ENSG00000276241; TYROBP; SH2D1B; SOX5; CEP78; TXK; KLRD1; XIST; FGFBP2; PYHIN1; ZFPM2; ERBB4; KLRF1; NCR1; PTGDS; LINGO2; NCALD; CCL3
"0,0",CL:0000789,alpha-beta T cell,114,114,BICD1; IL1R1; TRPS1; AUTS2; PTPRM; NPAS3; ZFPM2; BNC2; RORA,CH25H; CCR6; INTS6; KLRD1; MT-ND6; CWF19L2; PIK3IP1; AC245297.3; RNF19A; TC2N; BACH2; CDC42SE2; PITPNC1; ITGA1; TNRC6B; RASAL3; DENND2D; AC026979.2; PTPN7; TSPYL2; RNMT; SLC38A1; TGFBR3; PPP4R3A; ARAP2; MAPRE2; EML4; GON4L; CDC14A; IGKV1-5; XRN1; PCSK7; NKTR; ITGA6; CD96; PDE3B; ZNF331; FUS; ROBO2; NFATC2; LLGL2; PRR5L; ARFGEF1; NFATC3; GPRIN3; GOLGA4; ACSL5; ANKRD49; SKAP1; CCDC88C; BNC2; DNAJB14; ZFPM2; CAMK1D; ANKRD44; AC023469.1; RNF125; AC008014.1; DPYD; ACSL3; KLF12; CD247; AP1G1; RORA; KANSL1; PCBP3; SLFN5; CCNL1; CASP8; ZEB1; ITK; CDC7; NLRC5; DOCK10; AUTS2; PARP8; AKAP9; STK4; CEMIP2; PRKCH; SYNE1; RGS7; TNFAIP3; PLEKHA1; MADD; ZRANB2; FYN; CLEC2D; IL7R; ITPKB; PAFAH1B1; TNKS2; RABGAP1L; EMB; SYNE2; STK10; AC010894.3; LNPEP; NLRP1; CDK17; ANKRD36; KAZN; NPAS3; SMYD3; GABPB1-AS1; BICD1; ZBTB10; IL6ST; BTBD9; ANK3; ARHGAP30; CBLB; KDM4C; INPP4B; CELF2; IGLV1-44; MVB12B; ATM; CRYBG1; PLCG2; TMEM131L; OGA; OXNAD1; TRPS1; ZC3HAV1; FAM117B; DZIP3; RFX3-AS1; NABP1; IL1R1; STAT4; CNOT6L; RSRP1; SNHG22; REL; NR4A2; CAMK4; SLC2A3; PPP2R5C; PARP6; PTPRM; BCL11B; ARL15; AKT3; PGGHG; SORL1; SMAD3; BRWD1; FBXO11; IL21R; DDX39B; AAK1; MBNL1; PTPN4; CPT1A; RAB11FIP3; EPC1
"0,0",CL:0000115,endothelial cell,97,95,BICD1; BNC2; SOX5; LAMA2; RBPMS; MEIS1; PCDH7; ADGRL2; MPPED2; PKHD1L1; PTPRM; NRG3; ZFPM2; IL1R1; RORA; BMPR1B; LRMDA; KIAA1217,MECOM; RPS6KA2; ANGPTL4; SV2B; ATP8B1; PTPRB; UTRN; B2M; STAB2; BACE2; HSPB2; AIF1L; HSPG2; DYSF; MEIS1; RIMS2; FN3K; ST6GALNAC3; NRP1; NAMPT; BNC2; ST8SIA6; BAIAP2; KLHL29; CROCC; ACSM3; IPO5; EXT1; PECAM1; UNC13C; BMP6; ADGRG3; SLC7A5; MPPED2; RGS6; PCDH7; TJP1; ELL2; HES4; WAC-AS1; TBC1D4; PLVAP; GPM6A; MYRIP; ZNF385D; CASC15; PCDH17; RAMP3; TBCD; HIPK2; RASGRP3; PGM5; AFF3; MPDZ; FBXL7; NRG3; EBF3; IL1R1; PTPRM; PKHD1L1; COL1A1; NAV3; RBPMS; LRRC1; MAST2; DNASE1L3; CD36; ADGRL2; ZFPM2; PLEKHG1; IGFBP7; NDRG1; SOX5; FAM171B; PLCB4; LINC02147; MAP1B; RASA3; BICD1; GNAI3; ENTPD1; KLHL5; AASDHPPT; PEG3; RORA; HBB; STC1; DENND2A; ADAMTS9; CHSY3; RPGR; KIAA1217; BMPR1B; ARHGAP29; CYYR1; SPARCL1; POSTN; LDB2; ZNF385B; PLCB1; HBA1; LAMA2; DENND6A-AS1; RARB; VWF; TLL1; SLC38A4-AS1; ENG; CMIP; FLNB; LRMDA; RPL35A; JUN; ST6GAL1; SLCO2A1
"0,0",CL:0000765,erythroblast,79,79,BICD1; RORA; RBPMS; NPAS3; ERBB4; AUTS2; MEIS1; PCDH7; MACROD2; ADAM28; SOX5; LAMA2; BNC2; PTPRM; NRG3; DMD; ZFPM2; IL1R1,GFPT2; TPST1; NFATC2; ZFHX3; MT-ND5; TNC; BICD1; TAX1BP3; DNAJC4; CACNA1C; PRKG1; RBPMS; MMP3; COPG1; MT-ATP8; AUTS2; PDK4; RPL35A; SERPINE1; PSD3; FBN1; MYL9; BNC2; TSHZ2; ADAM28; IFRD1; NQO1; MACROD2; ERBB4; RORA; MIR99AHG; PTPRM; IL1R1; PTPRG; MAP3K4; CHSY3; SIPA1L1; TAGLN; LSAMP; NRG3; BCL11A; TTC28; LRP1B; RYR2; CTNNA3; SOX5; RPS8; HIBCH; DPP6; FAP; PCDH7; RPL13AP5; SLC25A37; ZFPM2; HDAC9; COL3A1; AL449266.1; LAMA2; PRKD1; ENSG00000243620; CCBE1; DMD; SULF1; PDLIM5; EIF2B5; CACNB2; XYLT1; UBE2E2; TENM2; COL6A3; ARHGAP6; PAFAH1B1; RBFOX1; GRHL2; ZMIZ1; GRID1; MAP1B; PARD3; RPS12; ACSL3; KIF26B; COL5A1; NTM; AGBL4; DLG2; CABLES1; EDNRA; ABHD5; ENOX1; FHOD3; CENPP; NPAS3; KAZN; PALM2-AKAP2; DLGAP1; TTC21B; ROR2; CCDC30; ANKRD36B; ENSG00000286062; GABPB2; ADAM19; AC009501.1; RGS6; CSMD1; TCEA3; DENND5B; IGKC; MEIS1; ACTG2; COL4A6; CNTNAP2; NRBP1; SYTL2; SUGCT; LRRTM4; RHOT1; ASAP1; FCRL3; PTPRD; CTNND2; LANCL1; CASC15; ADGRL3; SLC4A4; RORA-AS1; TCF7; RPS15; MALAT1; ATF6
"0,0",CL:0000077,mesothelial cell,77,71,MACROD2; DMD; IL1R1; ZFPM2; KIAA1217; PCDH7; ERBB4; NPAS3; BNC2; HOMER2; SOX5; RORA; LAMA2; PKHD1L1; NRG3; FYB2; BMPR1B; UBE2D2; ADAM28; TRPS1,COL27A1; PBX1; ATP13A4; KCNQ5; CAPN8; CDH13; AGBL4; ENSG00000243620; THBS1; LINC01541; CLDN4; IL1R1; SULF1; DMD; OR7E47P; MINDY4; NAALADL2; ITGB6; ERBB4; KLF5; PPP1R12A; PDE5A; SIL1; TRPS1; AKAP13; COBLL1; SMURF2; CD44; ELL2; ADCY2; PITPNC1; NEDD4L; MEIS2; MB21D2; DPP6; LSAMP; CDH6; CUBN; C3; PCDH7; MAGI2; STOX2; MSLN; PRKN; SLC24A3; MAPK10; DPP10; FBN1; PKHD1L1; RUNX1; SOX5; FRMD5; CALB2; AP000561.1; NPAS3; BICC1; ENSG00000255158; TENM3; BNC2; ENSG00000283044; ABTB2; CXCL14; IGF2BP3; NRG3; WWOX; AC024230.1; MAST2; GPRC5A; ZFHX3; ZFPM2; KDM4C; EVA1C; PTPRG; FANCC; HOMER2; PRG4; GRID2; MACROD2; TJP2; CCR7; RORA; FYB2; PDZD2; SLIT2; RBFOX1; ABCB1; UPK3B; ENSG00000226043; E2F6; KIAA1217; BMPR1B; ADAMTS12; KRT19; KCNIP4; CTNND2; PTPRD; UBE2D2; LRP1B; HAS1; KRT18; NLGN1; LAMA2; PRKCH; LRP2; SLC4A4; CRISPLD2; TANK-AS1; ADAM28; ANO10; ENSG00000276850; GRIK2; CTNNA3
"0,0",CL:4033058,luminal hormone-sensing cell of mammary gland,75,73,TRPS1; KIAA1217; ESR1; BMPR1B; HOMER2; MACROD2; PCDH7; ERBB4,CA12; CAPN8; GABRP; COBL; NEBL; TRPS1; BMPR1B; AC007262.2; HOMER2; PCDH7; RET; TMC5; AK5; EFHD1; LRP1B; MTRNR2L12; MYBPC1; BNIP3; TTC6; KLK2; DNAJC12; ANKRD30A; ERBB4; AFF3; THSD4; MACROD2; AZGP1; TMEM45B; TOX3; TMPRSS2; SYTL2; KIAA1217; CLDN1; ESR1; FOXD3; SLC44A4
"0,0",CL:0001044,"effector CD4-positive, alpha-beta T cell",73,73,AUTS2; ESR1; PTPRM; RORA,RORA-AS1; CCR6; MAL; BCL11B; TNFRSF25; TSPO; DNAJB1; DPP4; ALOX5AP; TRAC; IL7R; KLRB1; EML4; LYAR; MBTPS1; UFD1; CCR7; NFKBIA; RORA; LTB; AHNAK; CHD1; GIMAP5; PTPRM; RGCC; CNN2; FHL1; GZMK; TC2N; SEMA4A; MACF1; CDC42SE2; MYC; LGALS3; TCF7; ARHGAP15; TOB1; ANK3; ICAM2; TMED9; IL6ST; MGAT4A; LEPROTL1; PSMB4; SPOCK2; PIK3R1; DUSP16; SIPA1; KANSL1; PMAIP1; PBXIP1; PTGES3; ELF2; AP002387.2; MYBL1; CD6; TNFAIP3; GGA1; AUTS2; ESR1; TRADD; CD2; AQP3; PDE4D; SP100; MLLT6
"0,0",CL:0000158,club cell,72,69,IL1R1; RORA; MACROD2; ADAM28; LAMA2; PKHD1L1; PTPRM; NRG3; BMPR1B; BNC2; ERBB4; NPAS3; ESR1; KIAA1217; SOX5,SLC4A4; NECTIN3; MAST4; OCLN; B4GALT5; CHST9; SCGB1A1; PRELID2; LIMCH1; RBM47; MT2A; SOX5; PAPSS1; RHEX; SPIN1; TMC5; SCGB3A1; TMEM163; CYB5A; NEDD4L; NCKAP5; TMTC2; BPIFB1; CTSE; NBEA; SLC22A3; KRT17; PKHD1L1; INSR; TFF3; MOB3B; MLPH; LRRK2; BNC2; CAVIN2; HOPX; STK39; SFTA3; ATP1B1; RPS6; NPAS3; CDK14; MACROD2; CAPN13; SRSF11; HNRNPDL; SFTPB; USP15; MATR3; TOP1; LSAMP; LAMA2; EMP2; RP11-437B10.1; SCNN1B; ERBB4; SAMHD1; SLC22A31; AC024230.1; RAD51B; KMT2C; GSTA1; ATP6V1G1; COL9A2; DOCK4; ZNF652; PTPRG; MSMB; WWOX; NRG3; IL1R1; PTPRM; ACTN1; BMPR1B; KIAA1217; CADM1; MECOM; RORA; PIGR; EEF2; STK33; SETD2; SCGB3A2; SFTA2; ZNF385B; ADAM28; MFSD6; LMO3; LINC01937; GPRC5A; SCGB1D2; ROR2; ESR1; CCBE1; ENSG00000237413; TSHR; MUC4; ARFGEF1; SERPINB3; ROS1; LINC02889; SHROOM3; DUOX1; PVT1; KLK11; GPC5; S100A14
"0,0",CL:0000786,plasma cell,72,70,BMPR1B; BNC2; MACROD2; DMD; SOX5; TRPS1; ADAM28; RBPMS; ESR1; AUTS2; KIAA1217; UBE2D2; NPAS3; PKHD1L1; NRG3; LRMDA,CD46; LSAMP; DACH1; ACSBG2; UVRAG; ANKRD11; JMJD1C; RGS10; ADAM7-AS1; GAS6; CDC42EP1; ARHGAP24; AC008014.1; NRG3; ARHGAP4; BCL11A; ENSG00000258466.5; FOXN3; TOX; ST6GAL1; TGOLN2; SEL1L3; AC103876.1; DCC; SLC2A13; JCHAIN; GNG7; LSM7; SEPTIN6; ADAM28; LRMDA; AUTS2; MZB1; SLC26A3; STAG1; SOX5; MTRNR2L6; SIPA1L3; MTSS1; TRPS1; BNC2; ALDH1A2; GRID2; GLCCI1; C3orf58; ESR1; BMPR1B; KIAA1217; FKBP5; SNX29; DMD; TPD52; EBF1; FCRL5; HLA-F; MAML2; SRP54; ADGRL3; CNTNAP2; RBPMS; CADPS2; IFNG-AS1; ANXA3; SH2D3C; ITM2C; AMD1; BCAS4; RAB3D; MACROD2; MT-ND6; HNRNPM; PKHD1L1; PSD3; IGHD; ARHGAP15; NPAS3; PLXDC2; TPTE2; SP100; PTPRD; UBE2D2; CCSER1; GSDMD; RALGPS2; APBB1IP
"0,0",CL:1000768,kidney connecting tubule epithelial cell,71,71,MPPED2; ERBB4; FYB2; SOX5; PCDH7; BMPR1B,PWRN1; TRPV5; ENSG00000236283; CREB5; SNTG1; CALB1; ENSG00000255648; TMEM178A; KCNIP4; TOP6BL; FYB2; LHX1; LINC01924; PCDH7; LINC01098; SLC8A1; BMPR1B; SCN2A; LINC01099; TFAP2A; SCNN1B; LRRN2; SOX5; SLC8A1-AS1; CADPS2; APCDD1L-DT; LCN2; ERBB4; TEX41; VCAN; PIK3C2G; SCNN1G; MPPED2; LTF; MMP7; MSC-AS1; TMTC2; VTCN1
"0,0",CL:0000066,epithelial cell,68,68,UBE2D2; SOX5; IL1R1; BMPR1B; BNC2; TRPS1; NPAS3; ERBB4; LAMA2; KIAA1217; NRG3; PKHD1L1; MACROD2; MEIS1; PCDH7; FYB2,CTH; NEDD4L; RAD50; UGT2B7; TNFAIP2; MMD2; EGR1; UBE2D2; DYNC1I1; CTNND2; COL4A5; MEIS2; COL9A1; RFTN1; CHD6; IL1R1; MRVI1; SOX18; TPGS2; CITED2; PAX8; PARD3B; LAMA2; ENSG00000287277; TTTY14; RFX4; LINC00609; ANGPTL4; IGFBP5; CHST3; COL1A1; TRPS1; GFAP; MEIS1; COL6A2; ESRRG; ENSG00000243620; AL360012.1; EYA2; ACTN1; FAM222A-AS1; FRMD5; SOX5; AAMDC; TTN; MAPK4; GSTA1; AC024230.1; BIN1; FYB2; ERBB4; NPAS3; NRG3; FBXL7; GRB10; LSAMP; ZNF248; PDE4B; WDR49; DPP10; LINC00276; PCDH7; RBFOX1; ASRGL1; PKHD1L1; TRPM3; MECOM; HMGA2; CTNNA2; MACROD2; ADAMTSL1; ARNT2; AC073941.1; TNC; BMPR1B; KIAA1217; SHISA9; ENSG00000287704; ADCY8; GALM; RMST; ANGPT1; YAF2; NRXN1; BNC2; CDHR3; ENSG00000286813; COL1A2; CD24; WFDC2; LINC01088; RHEX
"0,0",CL:0000127,astrocyte,65,64,ERBB4; DMD; LAMA2; NRG3; BMPR1B; KIAA1217; NPAS3,GPM6B; PSAP; ERBB4; OBI1-AS1; ANGPTL4; DMD; GJA1; SHTN1; RGS20; GFAP; GLI3; AQP4; PRDM16; BMPR1B; ADGRV1; RNF219-AS1; ADGRB3; KIAA1217; GNA14; RYR3; SLC1A2; HPSE2; RANBP3L; STON2; GLIS3; NPAS3; SHROOM3; NHSL1; NRG3; ZNF98; TPD52L1; ATP13A4; LAMA2; RFX4; COL5A3; CTNND2; AHCYL1
"0,0",CL:4023016,VIP GABAergic interneuron,65,65,ERBB4,ENSG00000227579; LAMA3; DLGAP1; ADAMTS6; GRM7; ADARB2; CDH10; VIP; TAC3; L3MBTL4; GALNTL6; OLFM3; CACNA2D1; NTRK3; THSD7A; SYNPR; RGS12; NALF1; PROX1; ERBB4; CALB2; C8orf34; DLX6-AS1; ROBO2; CALN1; SLC24A3; DOCK10; DPP10; SGIP1; RGS6; VGLL4; PLD5
"0,0",CL:0000084,T cell,65,65,PTPRM; AUTS2; PKHD1L1; ADAM28; MACROD2; IL1R1; LAMA2; RORA,ST13; SPOCK2; LGALS2; VCAN; PPP1R16B; PYHIN1; ACAT2; AC015849.1; TNFAIP3; CAMK4; SLC39A4; PDE3B; IL7R; FOSB; IFIT2; EGR1; RASGRF2; CPSF6; GNLY; TRANK1; ADAM28; NUB1; THEM4; LGMN; CD226; S100A9; GZMH; TUBD1; GZMK; UBR4; TSPYL2; RASGRP1; AHCY; CD247; RUNX3; ZNF140; MBP; CSTA; PLBD1; BATF; CD6; MAF; PDE7A; NCR3; INPP4B; CD48; DUT; ITSN2; RORA; SKAP1; CD8A; RRAGB; C12orf4; GTPBP1; COQ10B; HIVEP2; BLCAP; LDLR; LYSMD2; TC2N; GRAP2; ITM2A; FGFBP2; KLRG1; CORO1C; IL1R1; SAMSN1; BCL11B; PTPRM; IFIT3; CFAP97; LCK; PPBP; IL1B; RPS4Y1; CD27; HDLBP; MYBL1; BAG5; CD8B; TESPA1; LAMA2; KDM7A; BCL2; SGTB; KLF3; STOM; SAMD3; ANKRD55; SOCS3; AUTS2; RPTOR; IKZF3; TAGAP; SIGLEC1; BOLA3; ZNF224; FBXO3; OPTN; RCHY1; F13A1; NOP58; ITK; AQP3; TRAT1; MACROD2; SCML4; MS4A7; CD28; PRDM1; IP6K1; CD69; ETS1; CD320; THEMIS; TXK; ROGDI; ATP1B3; SLC38A1; CDK2AP2; XRCC5; AIF1; S100A8; CYP1B1; GPRIN3; GTPBP4; CST3; TRABD2A; SYNE2; PKHD1L1
"0,0",CL:0002038,T follicular helper cell,65,65,BNC2; DMD; ADGRL2; BMPR1B; FYB2; TRPS1; PTPRM; RORA,LINC01934; AGFG1; PTGES3; BNC2; CDC42SE1; IL5; ALOX5AP; DUSP2; TNFRSF18; HBEGF; TOX; CXCL10; CREM; CD7; IL6ST; WIPF1; ZEB2; DMD; SPOCK2; NAV2; LZTFL1; ZFP36L2; CD2; PIM1; FAAH2; CD40LG; CCND3; ADGRL2; TRAT1; RGL4; PGAP1; TRPS1; ITGA4; BATF; ERVK3-1; ANKRD12; GPR183; TNFRSF4; RASA2; SPATA22; OSBPL7; NR3C1; EGR1; CXCR6; SAP30; POLB; RNF19A; IL7R; LIME1; SECISBP2; FYB1; HNRNPLL; CXCL13; TATDN2; SYTL3; KLRB1; PHF11; ICOS; TMEM173; TMEM238; PTPRM; RGS2; TIGIT; TSHZ2; ZNF831; ODF2L; LINC00402; TRBC2; MGAT4A; TRBC1; CD3E; IL2; C15orf53; FYB2; MAF; CYTIP; CD96; CD69; RORA; FKBP5; TCF7; RNF149; SNU13; TNFAIP3; LEPROTL1; RGS1; BMPR1B
"0,0",CL:0002129,regular atrial cardiac myocyte,63,53,AUTS2; RORA; BMPR1B; HOMER2; NPAS3; BNC2; FYB2; NRG3; RBPMS; MACROD2; DMD; ADGRL2; ERBB4,TIMP3; PLCL1; NPAS3; MAML3; MYL7; PAM; AUTS2; ENOX1; RBPMS; CMYA5; CACNB2; MYO1E; BNC2; RORA; MLIP; BMPR1B; ENSG00000286062; RYR2; HOMER2; PDK4; CACNA1C; CADPS; CHRM2; DMD; SLC20A2; MYBPC3; TTN; SLC8A1-AS1; NRG3; ERBB4; LINC02208; FGF12; MACROD2; ZNF385B; PLEKHM3; PPP1R3A; COL3A1; NRAP; MYH6; CDK18; ADGRL2; RBM20; ANK2; GBE1; FYB2; MRPS9; KCNJ3; CTNNA3; IFITM3; ABCA8; COX4I1; IGFBP7
"0,0",CL:0009086,endothelial cell of respiratory system lymphatic vessel,61,60,RORA; PKHD1L1,SCN3B; LYVE1; MGAT4C; KALRN; CD36; UTRN; ZFP36; MT-CO2; LINC02147; PKHD1L1; SEMA3D; PROX1; HOXD3; TBX1; MMRN1; DLGAP2; AL357507.1; CCL21; FLRT2; RELN; GRAPL; AKAP12; RORA; PCSK6; ENSG00000223786; SEMA3A; GPM6A; STAB2
"0,0",CL:0000236,B cell,60,59,MEIS1; AUTS2; ADAM28,IRF8; ENSG00000226571; MEIS1; HLA-DQB1; TMEM268; PRKCB; ARHGAP24; TNFRSF13C; PLCG2; BCL11A; BLK; EBF1; POU2AF1; IGHM; CD79A; ADAM28; HLA-DQA1; PAX5; BANK1; MS4A1; PAK1; RCSD1; AUTS2; AFF3; POU2F2; ADAM7-AS1; RALGPS2
"0,0",CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",58,58,PTPRM; IL1R1; UBE2D2; TRPS1; RORA,SLAMF1; CCR6; TRBC2; CD247; DUSP4; PPP1R2; SYNE2; TTN; TBC1D4; EVL; NSMCE3; ATM; TNIK; RNASET2; LCK; GSTK1; FCMR; TRAC; IL32; ICAM3; CD2; TRPS1; FOXP1; M6PR; IL10RA; CNOT6L; MAF; DPY30; PELI1; SKAP1; BCL2; RNF19A; CEMIP2; ISG20; ICOS; SAMSN1; TNFRSF18; LBR; PMAIP1; RGS1; SELPLG; TRBC1; CD3G; ARID5B; RTKN2; LTB; GBP5; CDC42SE2; ZNF292; TTC39C; LEPROTL1; UBE2D2; FOXO1; LIME1; ZNF331; LYST; TBC1D10C; CD3D; ITM2A; CD27; GBP2; PIK3IP1; CORO1B; IL7R; GATA3; TRAF3IP3; FNBP1; TNFRSF1B; IL2RA; IL1R1; PTPRM; EIF3A; RORA; CCR7; GYPC; PPP1R16B; RCAN3; STAG1
"0,0",CL:0000837,hematopoietic multipotent progenitor cell,58,58,PTPRM; BMPR1B; KIAA1217; NPAS3; ADGRL2; LRMDA; NRG3; MEIS1; ADAM28; MACROD2; RBPMS; TRPS1,PDZRN4; MDK; CALN1; LAPTM4B; PDE4D; LRMDA; ZNF521; CD34; AC117513.1; RALGAPA2; PROM1; TMEM246; WWTR1; AC010880.1; AVP; NRG3; NPAS3; VAV3; TRPS1; RBPMS; MEIS1; EGFL7; HLF; RNF220; MACROD2; CRHBP; TFPI; FGF13; IGF1R; TNS3; PARP14; CYTL1; NKAIN2; ANGPT1; CSF3R; PRKG1; ADGRL2; CHRM3; RRP12; NPR3; CDH13; SMIM24; C9orf78; DHRS4-AS1; GRB10; AJ009632.2; SLC8A1; KIAA1217; BMPR1B; ITGA9; AC074327.1; ATP8B4; LINC01122; PTPRM; BEX1; ADAM28; SPINK2; GPC5; C1QTNF4; MSRB3; UBE2H; ST6GAL1
"0,0",CL:0000561,amacrine cell,57,57,MPPED2; ERBB4; PCDH7; MACROD2; RORA; LAMA2; NRG3; LRMDA; BNC2; TRPS1; AUTS2; KIAA1217; BMPR1B; SOX5; BICD1,MEG8; ZNF536; MOB3B; PDE4DIP; EPHA3; EBF3; KCNQ5; MIAT; ELAVL2; CELF4; PAX6; PTPRG; COLEC12; CDH19; DLC1; CDH13; MPPED2; STMN2; ATP6V1G2; EML5; GRIP1; CTNNA3; AGBL4; BNC2; TRPS1; GRIA4; PTGDS; GRID2; ROBO2; FTX; CCSER1; PTPRD; NRXN3; NRXN1; ZFHX3; SOX5; DNER; LRRC4C; AUTS2; LRMDA; RCAN2; TENM2; PDE4D; GPM6A; ZNF385D; SLC4A8; TBCK; GRIK3; MACROD2; SOX2-OT; DLX5; DACH2; CSMD1; DLG2; PCDH7; PLCB1; RBFOX1; RORA; DLX6-AS1; GAD1; NRG3; LRP1B; CALD1; NXPH1; GAREM1; MEG3; CUX2; MYT1L; ENSG00000254186; GPC5; ERBB4; ANKS1B; SLC1A2; NAALADL2; NSG2; UNC5D; LHFPL3; DPP10; KIAA1217; BMPR1B; AFF3; CCAR1; DENND2A; SESTD1; OPCML; BMP5; LAMA2; BICD1; ENSG00000274422
"0,0",CL:0000235,macrophage,57,57,LAMA2; KIAA1217; ESR1; ADAM28; TRPS1; LRMDA; MPPED2; NPAS3; BNC2,TRPM2; KIAA1217; MS4A6A; RBM47; MMP19; FMN1; MS4A4E; C1QA; CARMN; VCAM1; ESR1; AC074327.1; CCL3L1; C1QB; SFMBT2; NPAS3; ADAM9; FRMD4A; LGMN; SLCO2B1; P2RY12; TRPS1; MPPED2; CD163L1; AC008050.1; LAMA2; HDAC9; STAB1; RUNX1; ADAM28; IMMP2L; SLC9A9; DAAM2; MRC1; NAV2; DSCAM; GTPBP1; C3; CHD7; UBR5-DT; ACSL1; DOCK8; KCNMA1; AP000812.1; SRGAP2C; SRGAP2B; SLC4A7; RGL1; ABCC4; BLNK; AOAH; F13A1; BNC2; SIGLEC1; UGGT1; CYTH4; MYO1F; LDLRAD2; DOCK2; NAMPT; LRMDA; ZNF236; PDE4B
"0,0",CL:0000751,rod bipolar cell,52,52,PTPRM; BNC2,AL033504.1; C16orf74; CA8; SAMD5; PTPRM; SDK1; ENSG00000227681; BNC2; CDHR3; TMEM132D; PDZRN4; NTNG1; MCTP2
"0,0",CL:0000540,neuron,49,47,LAMA2; ZFPM2; NPAS3; LRMDA; KIAA1217; MACROD2; PCDH7; MEIS1; NRG3; ERBB4; OXR1; SOX5; DMD,CADM2; HDAC9; PTPRS; NRG1; KIRREL3; ANKRD30BL; CTNNA3; DLG2; LDB2; DPP10; CDH18; TRPM3; LDLRAD4; OPCML; SLC24A4; OXR1; FRMPD4; MIR99AHG; CSMD3; DGKB; MPZ; FHIT; NRXN1; CREB5; NR2F2; SNTG1; KCNQ5; ADAMTS17; KALRN; DSCAM; KIF26B; DCC; NALF1; ZFPM2; ATP10B; ANKS1B; ERBB4; CTNNA2; MACROD2; PCDH7; ADARB2; GPM6A; CELF4; DMD; ARPP21; CSMD1; LRRC4C; CHL1; PTPRT; NPAS3; DLX6-AS1; KCNH7; TEX41; KCTD8; LAMA2; GPATCH8; ERC2; FGF12; NCAM1; MEIS1; FGFR1; NRXN3; FRMD4A; ROBO2; LRMDA; S100B; DPP6; FP700111.1; MDGA2; LRP1B; LHFPL3; PPM1E; KIAA1217; SLIT3; ASIC2; NRG3; NELL2; TPBG; MIR9-2HG; TENM4; SOX5
"0,0",CL:0000451,dendritic cell,48,48,ESR1; AUTS2; MEIS1; ADAM28; HOMER2,S100Z; TCIRG1; LINC01410; ITGB2-AS1; LY86; AC074327.1; LAMP3; PKIB; WDFY4; BAIAP2L2; RTN1; CLEC7A; CD74; CYTIP; GPAT3; GPR183; ESR1; JAML; FCER1A; CSF2RA; HLA-DQB1; FCGR2B; HLA-DPA1; CIITA; AUTS2; ADAM28; MEIS1; RGS10; AL034397.3; TSPAN33; TENM4; HLA-DRB1; IL1R2; PTGES2; HLA-DQA1; CLEC10A; PCNX2; FLT3; AP001636.3; HOMER2; ALCAM; HLA-DRA; HLA-DPB1; LYZ; UHRF1; EAF2
