leiden_sub,cell_id,cell_label,evidence,dataset_count,shared_markers,gene_expr_markers
"3,0",CL:4023039,amygdala excitatory neuron,2,2,FMN1; RGL1,EPIC1; ENSG00000249881; RGS6; FMN1; PTPRK; RGL1
"3,0",CL:1001107,kidney loop of Henle thin ascending limb epithelial cell,2,2,FMN1; WDFY3,CADM1; FMN1; DAB1; WDFY3; LY6E; GPC6; KRT18
"3,0",CL:0002180,mucous cell of stomach,2,2,MPPED2; MTSS1,MPPED2; ERBB4; CADPS2; SERPINB2; MTSS1; COPA; KRT8
"3,0",CL:0000913,"effector memory CD8-positive, alpha-beta T cell",2,2,RGL1; RBPJ,MT-CYB; RGL1; C15orf53; BCL11B; RBPJ
"3,0",CL:4023068,thalamic excitatory neuron,2,2,FMN1; F13A1,FMN1; PRNP; NTNG1; ERBB3; MT-CO2; F13A1
"3,0",CL:0005012,multiciliated epithelial cell,2,2,MRC1; NRP1,MRC1; NRP1
"3,0",CL:1001285,vasa recta descending limb cell,2,2,MPPED2,ENPP2; SLC45A4; VEGFC; MPPED2
"3,0",CL:0019032,intestinal tuft cell,2,2,SELENOP; FMN1,AIG1; SELENOP; FABP2; IGSF21; APOC3; FMN1
"3,0",CL:4040002,enteroglial cell,2,2,FRMD4B; SLCO2B1,OR2A1-AS1; TRAK2; FRMD4B; NFKBIZ; VPS45; SLCO2B1; SULT1B1; NXPE4
"3,0",CL:4047005,cycling neuroblast (sensu Vertebrata),1,1,MPPED2,MPPED2; FLRT1
"3,0",CL:0009105,T cell zone reticular cell,1,1,RGL1,RGL1
"3,0",CL:0008001,hematopoietic precursor cell,1,1,SELENOP,SELENOP
"3,0",CL:4033045,lung migratory dendritic cell,1,1,MAF,CXCL6; MAF
"3,0",CL:4052030,adventitial fibroblast,1,1,SELENOP,LUM; SELENOP; POLR2J
"3,0",CL:0002075,brush cell of tracheobronchial tree,1,1,RBPJ,CXCL14; MFF; RBPJ; HES1; NME2
"3,0",CL:0000242,Merkel cell,1,1,SELENOP,SELENOP; CCN1
"3,0",CL:4033069,cycling T cell,1,1,TTN,TTN
"3,0",CL:1000426,chromaffin cell of adrenal gland,1,1,MTSS1,MTSS1; LTAP1; CDKN1B
"3,0",CL:0000604,retinal rod cell,1,1,FMN1,FMN1
"3,0",CL:0017000,pulmonary ionocyte,1,1,CD163,SYT1; CD163
"3,0",CL:4030026,BEST4+ enterocyte,1,1,MPPED2,MPPED2
"3,0",CL:0000738,leukocyte,1,1,CD163,CD163; SIGLEC1
"3,0",CL:0002265,type D cell of colon,1,1,MRC1,MRC1
"3,0",CL:0002267,type D cell of stomach,1,1,LDLRAD4,TENM3; LDLRAD4
"3,0",CL:4033078,cycling mononuclear phagocyte,1,1,CD163,FN1; CD163; LGALS1; TYROBP
"3,0",CL:0011026,progenitor cell,1,1,WDFY3,WDFY3; SLC44A3
"3,0",CL:1001005,glomerular capillary endothelial cell,1,1,RGL1,RXFP1; RGL1
"3,0",CL:0002064,pancreatic acinar cell,1,1,NRP1,NRP1; PLCXD3
"3,0",CL:0000586,germ cell,1,1,SLCO2B1,GABRB1; TTC19; SLCO2B1; LINC02568; HUWE1
"3,0",CL:4047004,cycling type EC enteroendocrine cell,1,1,LYVE1,CDC45; LYVE1
"3,0",CL:0000751,rod bipolar cell,1,1,SELENOP,CYP1B1; BMERB1; GABPB1; SELENOP; COL2A1
"3,0",CL:0000681,radial glial cell,1,1,MS4A6A,MS4A6A
"3,0",CL:0000171,pancreatic A cell,1,1,LDLRAD4,ABCC1; MALT1; LDLRAD4
"3,0",CL:4030018,kidney connecting tubule principal cell,1,1,STARD13,STARD13; LINC00882; TRPM3; PTGER1
"3,0",CL:0019001,tracheobronchial serous cell,1,1,NRP1,PKM; NRP1; PELI1
"3,0",CL:0010020,cardiac glial cell,1,1,AP2A2,ERBB3; AP2A2
"3,0",CL:0000312,keratinocyte,1,1,SLC1A3,SLC1A3; EFEMP1; COL17A1
"3,0",CL:4023016,VIP GABAergic interneuron,1,1,WDFY3,WDFY3; ZFC3H1; PTN; C18orf32; NPDC1
"3,0",CL:4030016,epithelial cell of early distal convoluted tubule,1,1,FMN1,ENSG00000242029; FMN1
"3,0",CL:0002275,pancreatic PP cell,1,1,NRP1,FMNL2; RBPMS; INPP4B; NRP1
"3,0",CL:4033068,cycling B cell,1,1,TTN,TTN; PLK1
"3,0",CL:1000398,endothelial cell of hepatic sinusoid,1,1,LYVE1,FCN3; LYVE1
"3,0",CL:2000016,lung microvascular endothelial cell,1,1,STAB1,STAB1; FAM167B; S100A16; EMCN
"3,0",CL:0001050,"effector CD8-positive, alpha-beta T cell",1,1,MAF,KLRG1; MAF
"3,0",CL:0009011,transit amplifying cell of colon,1,1,MTSS1,MTSS1; HES6
"3,0",CL:0002305,epithelial cell of distal tubule,1,1,STARD13,STARD13; FAM19A1; POLR2I
"3,0",CL:4030057,eccentric medium spiny neuron,1,1,ITSN1,PLAC9; RACK1; ITSN1
"3,0",CL:0000050,megakaryocyte-erythroid progenitor cell,1,1,MPPED2,MPPED2
"3,0",CL:1001601,adrenal gland glandular cell,1,1,FMN1,FMN1
"3,0",CL:1001033,peritubular capillary endothelial cell,1,1,MRC1,PIEZO2; MRC1
"3,0",CL:0019031,intestine goblet cell,1,1,MYO5A,GALT; ZNF431; MYO5A; CES2
"3,0",CL:0000222,mesodermal cell,1,1,TTN,TTN; ANO10
"3,0",CL:1000414,endothelial cell of venule,1,1,LYVE1,ADGRL4; IL33; LYVE1
"3,0",CL:0009089,lung pericyte,1,1,MAF,CD3G; MAF
"3,0",CL:4033057,luminal adaptive secretory precursor cell of mammary gland,1,1,MPPED2,CROCC; KRT15; MPPED2
"3,0",CL:0002145,multiciliated columnar cell of tracheobronchial tree,1,1,MAF,LTB; MAF; TRBC2
"3,0",CL:0000682,M cell of gut,1,1,PDGFC,PDGFC
"3,0",CL:4047012,angiogenic pericyte,1,1,FRMD4B,FRMD4B; B3GALT5
"3,0",CL:0000696,PP cell,1,1,LDLRAD4,PPY; LDLRAD4
"3,0",CL:0000351,trophoblast cell,1,1,COLEC12,NRK; COLEC12
"3,0",CL:4030020,kidney connecting tubule alpha-intercalated cell,1,1,MPPED2,KLK1; LINC01187; MPPED2; SLC4A1; RACGAP1
"3,0",CL:4033022,mucus secreting cell of bronchus submucosal gland,1,1,SLC9A9,ARHGAP28; PCBP3; SLC9A9; ITGB6; KAZN
"3,0",CL:1000452,parietal epithelial cell,1,1,SELENOP,SELENOP; EIF3M
"3,0",CL:0000169,type B pancreatic cell,1,1,SELENOP,SELENOP; BAG3
"3,0",CL:0010011,cerebral cortex GABAergic interneuron,1,1,TTN,TTN; ST8SIA2
"3,0",CL:4030009,epithelial cell of proximal tubule segment 1,1,1,F13A1,SYNDIG1; CDH11; F13A1
"3,0",CL:0019019,tracheobronchial smooth muscle cell,1,1,MAF,MAF; TGM2
"3,0",CL:0002187,basal cell of epidermis,1,1,FRMD4B,FRMD4B; ALDH2
"3,0",CL:0000163,endocrine cell,1,1,PDGFC,CCDC85C; PDGFC; SLC4A5
"3,0",CL:0002071,enterocyte of epithelium of large intestine,1,1,LDLRAD4,LDLRAD4
"3,0",CL:0010003,obsolete epithelial cell of alveolus of lung,1,1,MAF,MAF
"3,1",CL:0000863,inflammatory macrophage,1063,989,RAPGEF1; RBM47; NPL; TNS3; ALCAM; CPM; TBC1D2; MYO1E; PPARG; GPNMB; FMNL2; SLC16A10; SLC38A6; DOCK4; LHFPL2; CTSB; MITF; ZEB2; SNTB1; ITGAX; FNIP2; ARHGAP10; ABR; PSAP; TPRG1; KCNMA1,RAPGEF1; IL1A; CFD; DHX33; SELENOP; SH3PXD2B; AC135050.1; FCGRT; ATP5PF; NEAT1; BCL2A1; MADD; CLEC12A; PSTPIP2; DNMT1; AC099489.1; CD74; TNFRSF1B; SLC40A1; PTAFR; CNIH3; KDM2A; MGLL; FAM49A; LRP1; S100A9; FCGR2B; C5AR2; GM2A; IL18; RGCC; IFITM2; CLEC7A; ALDH1A1; PLEK; SPRED1; TCN2; SIGLEC10; EMP3; CD48; PELATON; TANC2; CXCL8; TM6SF1; SIGLEC9; GLIPR2; C3AR1; NRP2; VCAN; SDC2; ARSK; CAPG; SOCS6; TMEM163; CLIP4; IL10RA; WASHC2A; A2M; COXFA4L3; CCDC112; CTSC; STIP1; OLFML2B; TBC1D16; DUSP1; ATP6V0D1; C15orf48; MRPL15; CPSF2; ADAMTSL4-AS1; MACC1; TREM1; SAT1; RNF149; MRAS; HLA-DPB1; MYO1E; CCL4L2; SAXO1; LDLRAD3; MANBA; CXCL3; ABL2; C1QB; DNAJA4; FRMD4B; BASP1; MARCO; PHACTR1; TBXAS1; CCL3; CYP27A1; FCGR3A; MYOF; MRC1; RASAL2; PALM2-AKAP2; SLC8A1; SLC39A11; ENTPD1; MERTK; SIPA1L2; IL1RN; SORT1; RAB31; CDCP1; MAILR; C1QC; ARHGAP22; ACP5; SLCO2B1; GLYATL1; MAFB; FGD4; PPARG; PALD1; KCNQ3; GLUL; RENBP; CCL4; HLA-DQA2; TYROBP; C5AR1; FGL2; CXCL2; ERP44; P2RX7; VSIG4; HLA-DMB; F13A1; AQP9; ATP8B4; MIR181A1HG; FMNL2; DAPK1; GK; EIF4E; ITGAX; GGA1; CYBB; IL1B; PLA2G7; IRAK3; KCNMA1; OSBPL1A; LILRB1; CTSD; KYNU; SCPEP1; OGFRL1; MITF; PSAP; JAKMIP2; CST3; HCAR3; ACSL1; MIR155HG; HNMT; HLA-DPA1; FRMD4A; TLR2; CTSB; LDLRAD4; PRKAG2; PLXDC2; TGFBI; SLC30A4-AS1; RGS1; SDS; CD86; PLIN2; CD9; GPR183; PADI2; EML4; G0S2; HLA-DRA; MSR1; CD68; ABR; TNFSF13B; ST3GAL6; CD36; SLC1A3; CEBPB; IL1R2; LYZ; IGF2BP3; FMN1; VAT1; CORO1C; AC100849.1; LNCAROD; APOC1; PIK3R5; MMP12; PLAUR; RETN; CH25H; RNASE1; PRDX1; OTOA; IGSF21; B2M; ZEB2; TNFRSF10C; ARHGAP24; SMCO4; CCL8; LHFPL2; GRN; HMOX1; OLR1; ALCAM; PAPSS2; NR1H3; SLC16A10; RNF144B; TPST1; NOCT; APOE; IRAK2; TREM2; CD93; LUCAT1; TNS3; MT1H; SPP1; RAB20; FN1; SLC11A1; PLD3; LIPA; CD84; SLC38A6; ZNF804A; DRAM1; TPRG1; CTSS; VMO1; MS4A7; PMP22; IL10; NDFIP1; MMP2-AS1; CCL3L1; GPNMB; FPR3; WDFY4; CTSL; RASGEF1B; TFRC; NPC2; CHIT1; DEPTOR; NPL; DOCK4; PLPP3; FCGR2A; FTH1; HLA-DRB1; RBM47; GLDN; SLC19A2; CPED1; HLA-DQA1; IGSF6; SNTB1; TBC1D2; LGMN; MYO1F; CD83; EMP1; C1QA; B4GALT5; DMXL2; MMP19; SLC16A6; CPM; ANPEP; S100A8; MS4A14; FCN1; GPR141; CCL2; WSB1; ANKRD44; LINC00937; ADAMDEC1; TMEM170B; ADA2; ENSG00000232628; LAPTM5; ATP6V0D2; MS4A4A; TCIRG1; CREG1; TMEM38B; IFI30; RAPH1; ME1; FCER1G; LCP2; KMO; IGF1; CCL3L3; FAM129A; CLEC10A; SEMA4A; HCK; LRMDA; HAVCR2; SLC43A2; LILRB4; CALHM6; CLEC4E; MS4A6A; PLTP; S100A4; AMPD3; CTSZ; DAB2; CSF2RA; RGL1; PDE4DIP; CLEC5A; ITGB2; BNC2; RRAGD; ZFAND5; NAMPT; STAB1; AIF1; TRPM2; KLHL6; ELL2; CD14; FNIP2; LST1; FAM20C; MR1; MET; SGK1; PTPRE; ATP6V1H; PIK3AP1; MMP9; CSTB; LGALS3; SHTN1; ZNF331; RTN1; AC009093.2; ABCA1; TBC1D12; SASH1; SLAMF7; C3; TRAF1; CHST13; ARHGAP10; FBP1; TNF; CCL18; CHI3L1; LAT2; NBN; BHLHE41; CCL5; SNX10; ADAM9; TFEC; ADGRE2; IPCEF1; FTL; CD163; IL3RA; SDSL; BMP2K; AKAP13-AS1; FABP5; FCGBP; HS3ST2; CD109
"3,1",CL:0000235,macrophage,969,885,TRIO; TBC1D2; DENND4C; RAPGEF1; SNX29; ABR; SLC38A6; FMNL2; MAML2; ARHGAP10; FNIP2; KCNMA1; NPL; GPNMB; LHFPL2; DOCK4; CTSB; MITF; TPRG1; PSAP; ITGAX; PPARG; TNS3; CPM; ALCAM; RBM47; SLC16A10; ZEB2,FOXO3; SYK; IKZF1; TBC1D2; IGSF6; RAB31; VAV3; CCR5; TSPAN4; ASPH; SMAD6; TLE4; EPB41L3; NPC2; GLIPR2; LINC00278; SRGN; SNX10; SLC7A11; TIMP2; CFD; CTSC; MYO5A; TRIO; ELANE; CEP97; DENND4C; RUNX1; CSTB; BAG3; ARHGAP18; CTSD; SIGLEC1; ITGB5; STARD13; PSAP; HDAC9; MAML2; ALCAM; FGL2; ALOX15B; NCF2; SFMBT2; P2RX7; LHFPL2; FPR3; SLC45A4; ACP5; SLCO2B1; VNN2; STK10; ADM; CPQ; MANBA; ATG2A; DOCK4; P2RY12; JARID2; PRKAG2; INHBA; CST3; CCL24; ABCA1; TFEC; CD68; MSR1; SPP1; SELENOP; ITGAX; NR4A1; DOCK2; DAB2; CCNT2; PLD3; SLC11A1; RAB20; LIPA; RBPJ; CMKLR1; FRMD4B; TREM2; ITGA9; SERPING1; CSGALNACT1; AC093895.1; S100A4; TRPM2; RASSF4; LILRB5; SP100; TYMP; TBXAS1; GLUL; CCL4; ITSN1; SLC37A2; CR1; ME1; CPVL; IRAK2; APOE; CCL3; CPM; PPARG; FMN1; KCNE1; RNASE1; USP46; STAC; FTL; CD163; TNS3; RASGEF1B; MS4A6E; CTSL; APOC1; IFITM3; CYP4F3; AQP9; KCNMA1; DNASE1L3; CYP1B1; C1QA; DAPK1; FMNL2; FCGR2A; NPL; MMP19; MT-CO3; SGK1; RGL1; FCGR3A; CYP27A1; CCL4L2; NRP1; A2M; PDGFC; HLA-DRA; EDA; PCNX4; RCN3; FCER1G; CYTH4; COLEC12; GPNMB; MCEMP1; NUPR1; ATF3; NAIP; MITF; NF2; SLC38A6; CTSB; PLTP; MS4A6A; SLC1A3; CD36; ADAMDEC1; IL2RA; TOP2A; STAB1; LGALS1; MRTFA; F13A1; HLA-DMB; IL18; SLC24A4; MMP9; MARCH1; MARCO; PUS7L; CD74; MRC1; APBB1IP; SAT1; LGMN; FABP4; VAC14; IQGAP2; SULT1C2; FOLR2; PFKFB4; ZEB2; MAN1A1; FOSB; MERTK; C1QC; SLC16A10; NR1H3; PLAUR; CD163L1; MMP12; GADD45GIP1; CFP; ARHGAP10; FBP1; PLXDC2; TGFBI; LIMD1; ADAP2; PLA2G7; CYBB; IL1B; CSF2RA; SGPL1; CD81; SDS; GAL3ST4; VSIG4; FYB1; SERPINF1; ATP6V0D2; LAPTM5; MS4A4A; MRAS; EPB41L2; HNMT; FRMD4A; MGLL; AC074327.1; PDK4; AC100849.1; LYVE1; GTPBP1; C1QB; RPS6KA1; CSF1R; GLDN; LPL; IER5L; ACTG1; TPRG1; RAP1A; HCST; RAB42; ABCA6; MFSD1; ENSG00000253557; ACSL1; BNC2; MAFB; ABR; CXCL12; CCL2; CEACAM21; NEDD9; FAM49A; NAMPT; ADAM28; AP2A2; PDE4B; DAAM2; SLC7A7; LILRB2; RNF144B; ARMC9; KYNU; CD209; HTRA4; WDFY1; TYROBP; C5AR1; LYZ; LEPROT; RBM47; HLA-DRB1; IL12B-AS1; ARHGAP45; FABP5; MIR548A1HG; TTYH3; CREG1; GAS2L3; NCKAP5; TMEM176B; NDRG2; CMAHP; NEAT1; ASAH1; SNX29; NHSL1; MS4A7; CTSS; ETV6; OLR1; HMOX1; SPI1; TXLNB; FNIP2; MARCKS; CD14; SLC9A9; AC020656.1; HMG20B; SLC40A1; LRMDA; HRH1; CSTA; LILRB4; AC078883.1; CXCL8; RAPGEF1; WWP1; MTSS1; SLAMF7; MS4A4E; TMEM98; ENSG00000227531
"3,1",CL:1001603,lung macrophage,459,365,DENND4C; FNIP2; SNX29; RBM47; PPARG; FMNL2; GPNMB; NPL; ZEB2; MITF; DOCK4; CTSB; LHFPL2; ABR; ARHGAP10; SLC16A10; ITGAX; SNTB1; KCNMA1; CPM; TNS3; ALCAM; TPRG1; PSAP,ARHGAP18; GPCPD1; TIMP2; CYB5R4; RETN; SLAMF8; ZNF804A; EREG; HSD17B4; MANBA; GLRX; FBP1; DIRC3; SCPEP1; SAMSN1; MTRNR2L12; SRSF11; VPS13B; GCNT2; NR1H3; MS4A7; GLDN; TMEM165; COG5; S100A8; MMP14; DNASE2; SUMF1; LGMN; ABCA1; SCARB1; FOLR2; PAPSS2; EMP3; PLTP; LAMP1; C1QC; MERTK; ZFHX3; FRMD4A; MT-ATP6; ADGRE2; FAM20C; MS4A4A; MMP19; A2M; HAMP; RAB31; PDE4DIP; TRPS1; SH3PXD2B; RAB10; DMXL2; ATP6V1F; MT-ND4; ACTN1; FNIP2; MCEMP1; HMOX1; SLC1A3; MARCH1; TBXAS1; DIAPH2; MYADM; CEP170; ELL2; TGFBI; CHIT1; LYZ; EEPD1; BCL2A1; UST; TNIP3; S100A11; EXOC4; ENSG00000268173.3; CD14; RNF213; ARHGAP10; KYNU; CTSD; SIGLEC1; F13A1; VSIG4; KDM2A; TREM2; ANPEP; TMEM176B; GPNMB; PMP22; FTL; RNASE1; FMN1; SPP1; DOCK10; MSR1; CD68; ATOX1; BASP1; LIPA; CSTB; PIK3R5; CCL18; MAN1A1; ZEB2; RBM47; RASGRP3; GPR183; C9; PSAP; SDS; NCEH1; PLIN2; LHFPL2; LILRB4; ABR; FPR3; DUSP1; CCL20; ALCAM; MYO9B; ANK2; ARRB2; HS3ST2; N4BP2L2; VCAN; SLC8A1; APOC1; CTSL; C1QA; RBM25; FMNL2; CAPG; VMP1; KCNMA1; GCHFR; SLCO2B1; ACP5; FCGR2B; LIMS1; FBXO2; CTSB; MS4A6A; MPP1; TPP1; SNTB1; TNS3; CD163; CEBPB; PICALM; GPR137B; SPI1; MARCO; CHST11; PLA2G7; ITGAX; DOCK4; PLEK; SAT1; OLR1; IFI6; GRN; OTOA; KDM4C; MRC1; AP2A2; APOE; CCL3; GLUL; CR1; CCL4; ENSG00000284461.2; P2RY1; DAB2; IL3RA; AQP9; SMIM25; MAFB; CTSS; SNX29; DENND4C; MITF; JAK2; RAD51B; H2AFY; SLC11A1; RALA; ROCK1; SLC16A10; IRAK2; TPST1; ENSG00000250644.3; ABL2; RPS6KA2; SDC2; PPARG; CPM; TMEM51; CYP27A1; ENSG00000285875.1; NPL; CD44; SLC29A1; TM9SF3; SIGLEC10; SDSL; LGALS1; ARL8A; MMP9; RASSF2; CCL2; FLNA; EMP1; TFRC; CLEC5A; DNAJC5B; C15orf48; TPRG1; NCKAP5; CTSZ; PTAFR; PDXK; COXFA4L3; LDLRAD3; VIM; MTRNR2L8; CD84; NUS1; PRKAG2; NECAP2
"3,1",CL:0000583,alveolar macrophage,458,419,FMNL2; SLC38A6; RBM47; ZEB2; RAPGEF1; ARHGAP10; TBC1D2; TRIO; ABR; PPARG; FNIP2; ALCAM; TNS3; CPM; NPL; GPNMB; DOCK4; LHFPL2; CTSB; MITF; TPRG1; PSAP; KCNMA1; SLC16A10; ITGAX; SNTB1; SNX29,CDC42BPB; TNNI2; PARAL1; OASL; FOSB; GRAMD1B; MTRNR2L1; STAB1; NCF1; KCTD12; PIK3CB; RBPJ; TRIO; CXCL9; SPP1; SMIM25; ATP6V0D2; SHC3; GAS7; FUCA1; OPN3; RAPGEF1; FXYD5; ZNF783; ADAMTSL4; TNS3; ENSG00000253821.2; MRC1; ASCC3; SIPA1L1; CD9; SDS; CD86; PLIN2; SAT1; HLA-DQA1; NCLN; CXCL8; TBC1D2; VIM; ANXA1; CES1; METTL2B; MARCKSL1; MAPKAPK5; EPB41L2; ITGAX; FOLR3; SELENOP; PARVG; IL1RN; STAC3; CPPED1; HK2; ABR; ARMCX3; CCL20; LY96; CCDC170; CD52; UBASH3B; PDK4; SGK1; NPL; APOC1; SH2B3; MARCO; AGFG2; PLA2G7; IL1B; TBC1D2B; SNTB1; HEXA; LAIR1; APOE; CCL3; RNASE1; FMN1; C11orf97; AQP9; AC092691.1; LGALS9; ACP5; SLCO2B1; TYROBP; DOCK4; SLC8A1; CTSD; ENSG00000227531; ADAM17; IRAK3; CXCL16; CSTB; SLC11A1; CTDP1; GPNMB; LINC02384; ENSG00000226822.3; MT-ND6; HIST2H2AA4; LYZ; ENO2; FOSL2; TREM1; CTSZ; S100A9; HAMP; C1QA; PSAP; COMMD10; GNG7; ARL8A; SCD; FBP1; ARHGAP10; CTSB; LCP2; ABCG1; PLXDC2; TGFBI; C1QB; CXCL3; FCGR3A; CYP27A1; RGCC; SLC9A9; DOCK8; BCAT1; SNX10; MREG; INHBA; MS4A7; FMNL2; DAPK1; KRBA1; HLA-DRA; MSR1; CD68; CCL4; PCOLCE2; NUP62; CD109; HS3ST2; TMEM176B; ZFYVE16; CPM; ANPEP; TXN; GCHFR; CCL18; CHI3L1; KCNMA1; CLEC7A; SLC34A2; TFEC; MITF; NDRG1; SNX29; RNF149; MMP9; PTPRE; PIK3AP1; C1QC; ARHGAP22; COLEC12; SLC16A10; NR1H3; LRFN4; CD163L1; FABP4; LSAMP; PIK3R5; MMP12; ATP10A; RBM47; SLC40A1; ENSG00000286642.1; GPC5; FTH1; GRN; LHFPL2; LTA4H; MME; ZEB2; BBIP1; PPARG; LRRC23; ME1; AC027117.2; IFI27; S100A8; MYL12B; HTRA4; FTL; STAC; IL3RA; MARCHF1; SNCA; CEP170; RGS1; THBS1; TREM2; NLRP3; ALOX5AP; B2M; B3GNT5; PTGDS; FTLP3; SULT1C2; NUPR1; MCEMP1; ATF3; CD209; LIPA; IGF2R; TM4SF19; FAM89A; TRIM69; AL390036.1; TPI1; FOLR2; LINC03051; FABP5; LACTB; PLTP; ERO1A; IER3; DNASE1L3; TCIRG1; MT-ND5; TPSB2; C15orf48; CTSL; COL4A3BP; MIR155HG; PALD1; CD83; DCUN1D1; OLR1; MT-CO1; ZNF331; GPX3; MACC1; HRH1; ALCAM; PDP1; BNIP3; NPC2; CHIT1; TFRC; GLDN; LPL; CSF1R; SERPING1; FNIP2; LST1; ATP6V1F; GNA13; LY86; HYAL2; SLC16A6; MMP19; ID3; MTRNR2L8; RASSF4; ALDH1A2; LGALS3; ENSG00000272247; SLC38A6; BRK1; CXCL2; PLA2G2D; BTBD11; TPRG1; HLA-B; TMF1; CP; CD74; FRMD4A
"3,1",CL:0000129,microglial cell,294,274,SLC38A6; RAPGEF1; PPARG; SNX29; TNS3; CPM; ZEB2; SLC16A10; RBM47; TRIO; MYO1E; TBC1D2; FMNL2; SNTB1; ITGAX; FNIP2; MAML2; KCNMA1; GPNMB; PSAP; LHFPL2; CTSB; DOCK4; MITF; ABR; NPL,FCN1; SELENOP; TANC2; LGMN; CCL2; CTSL; MMP3; IL1B; CYBB; FCGR1BP; SAMSN1; TNFRSF1B; ZEB2; TIMP2; RGS1; HRH2; S100B; BORCS5; APOC1; TNS3; TLR2; VAV3; ARHGAP24; SRGN; PTBP2; CSF2RA; AC004846.2; NCF1; ZNF804A; THADA; ARID3A; IFI30; F13A1; LRRK2; APOE; CRHBP; LILRB1; LHFPL2; C3; C1QC; KCNQ3; CCDC28A; MS4A6A; SLCO2B1; ZNF730; FTH1; STX6; ST18; SULT1C2; SPP1; NPFFR1; PPARG; APBB1IP; NR4A2; ENSG00000227531; C1orf162; STAB1; C1QB; AIF1; RAPGEF1; TMEM51; C1orf112; MYO1E; LONP2; CYP27A1; MAML2; MYO9B; S100A8; ACSL1; C15orf48; MS4A4E; MNDA; LYVE1; PTGDS; CD86; IFT88; MANBA; CTSB; RAB12; PLXDC2; TGFBI; ENSG00000257181; BCL6; G3BP2; JARID2; GPR132; MET; SGK1; RGL1; AC074327.1; TFEC; SMIM25; CD14; FNIP2; LNCAROD; CR1; CCL4; ARL5A; DOCK4; TBC1D2; SLC38A6; CD84; IL18; MMP9; PIK3AP1; CXCL8; MTHFD2; ARMH3; PSAP; P2RX4; FMNL2; C1QA; GNA13; ANKRD40; LRP1; KYNU; AC068282.1; CLEC7A; KCNMA1; CEBPB; BLOC1S6; ITGAX; SLC11A1; MMP2-AS1; CCL3L1; GPNMB; SLC1A3; RASSF4; ABR; SNX29; MITF; GRK3; TRAP1; ST6GAL1; NPL; MT-ATP8; LAIR1; SLC7A11; FMN1; RNASE1; CD163; GRB2; FTL; AC024257.1; RNF144B; RBPJ; TRIO; SNTB1; PAPSS2; AC011933.4; NR1H3; SLC16A10; FRMD4B; MIR155HG; AC120193.1; ADAP2; MEF2C; HLA-DRA; SLC8A1; SLC2A3; RNASET2; HIST3H2A; MSR1; TBXAS1; CD37; ETS2; MTSS1; MARCH1; CSF1R; DMXL2; MMP19; PIGX; PRKN; S100A9; CBX6; CPM; OPHN1; PTPRJ; ADAM28; BIN2; NAMPT; IL4I1; DLEU7; MERTK; LILRB4; FOXP2; PLEK; BACH1; EPB41L3; MILR1; FCER1G; COLEC12; RGS2; INPP4A; DLEU7-AS1; TFRC; ANKRD9; CP; CD74; CDCP1; ARHGAP6; TCF4; MAFB; A2M; CX3CR1; MS4A7; PTPRC; LAPTM5; ADGRE2; CH25H; CD163L1; TMA16; RBM47; HLA-DRB1; KIF5C-AS1; GLIPR1; ACTG1; NOS1AP; CD83; SCN9A; GAB2; ETHE1; TNFRSF14; ABCA1; TBC1D12; SDS; IGSF21; FAS; LILRB2; ARAP1; DPYD-AS1; RTN1; UACA; CYB5R4; FRY; ZBTB34; CCL3; PLCG2; PIK3R5; PFKFB3; CCDC12; ATP1B3; TTC7B; LSS; TXNIP; RNASE6; XKR4; ZFAND5; TBC1D14; HMOX1; ABCA6; LINC02384; RHBDF2; DTNA; LYZ; SON; RPS6KA2; ATP8B4; JAK2; FNBP4; DPP7; MTERF3
